PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
NTF3 activates NTRK2 (TRKB) signaling,NTF3-bound NTRK2 dimers trans-autophosphorylate,R-HSA-9026502,"[ATP [cytosol],NTF3:NTRK2 homodimer [plasma membrane]]","[NTF3:p-5Y-NTRK2 homodimer [plasma membrane],ADP [cytosol]]","[NTF3:NTRK2 homodimer [plasma membrane],NTF3:NTRK2 [plasma membrane],NTF3 homodimer [extracellular region],NTF3 [extracellular region],NTRK2 [plasma membrane]]"
Negative regulation of FGFR4 signaling,Activated ERK1/2 threonine-phosphorylates FGFR4-associated FRS2.,R-HSA-5654566,"[ATP [cytosol],Activated FGFR4:FRS2 [plasma membrane]]","[ADP [cytosol],Activated FGFR4:p-8T-FRS2 [plasma membrane]]","[p-T,Y MAPK dimers [cytosol],p-T202, Y204 MAPK3 dimer [cytosol],p-T202,Y204-MAPK3 [cytosol],p-T185,Y187 MAPK1 dimer [cytosol],p-T185,Y187-MAPK1 [cytosol]]"
Nuclear signaling by ERBB4,SPARC gene transcription is stimulated by ERBB4s80,R-HSA-9612277,[SPARC gene [nucleoplasm]],[SPARC [plasma membrane]],"[ERBB4s80:SPARC gene [nucleoplasm],SPARC gene [nucleoplasm],ERBB4s80 [nucleoplasm],ERBB4jmAcyt1s80 dimer [nucleoplasm],ERBB4jmAcyt1s80 [nucleoplasm],ERBB4jmAcyt2s80 dimer [nucleoplasm],ERBB4jmAcyt2s80 [nucleoplasm]]"
NTF4 activates NTRK2 (TRKB) signaling,NTF4 binds NTRK2,R-HSA-9026358,"[NTRK2 [plasma membrane],NTF4 homodimer [extracellular region]]",[NTF4:NTRK2 [plasma membrane]],[]
p38MAPK events,Binding and activation of MAP Kinase,R-HSA-171011,"[ATP [cytosol],MAP kinase p38 (Mg2+ cofactor) [cytosol]]","[ADP [cytosol],Phospho-MAP kinase p38 (Mg2+ cofactor) [cytosol]]",[p-Y419-SRC-1 [plasma membrane]]
NGF-stimulated transcription,NAB2 and CHD4 bind and repress EGR-mediated RRAD gene expression,R-HSA-9613213,"[RRAD gene:EGR2 [nucleoplasm],CHD4 [nucleoplasm],NAB2 [nucleoplasm]]",[RRAD gene:EGR2:NAB2:CHD4 [nucleoplasm]],[]
FGFR3c ligand binding and activation,GalNAc-T178-FGF23(25-251) translocates from Golgi lumen to extracellular region,R-HSA-8851632,[GalNAc-T178-FGF23(25-251) [Golgi lumen]],[GalNAc-T178-FGF23(25-251) [extracellular region]],[]
Downregulation of ERBB2:ERBB3 signaling,Ubiquitinated RNF41 binds P-USP8,R-HSA-1358797,"[p-T945-USP8 [cytosol],Ub-RNF41 [cytosol]]",[Ub-RNF41:p-USP8 [cytosol]],[]
SHC1 events in EGFR signaling,SHC1 phosphorylation by phosphorylated EGFR,R-HSA-177933,"[EGF-like ligands:p-6Y EGFR:SHC1 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],EGF-like ligands:p-6Y-EGFR:p-Y349,350-SHC1 [plasma membrane]]","[EGF-like ligands:p-6Y EGFR:SHC1 [plasma membrane],SHC1 [cytosol],EGF-like ligands:p-6Y EGFR dimer [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane]]"
NGF-stimulated transcription,RRAD gene expression,R-HSA-9613219,[RRAD gene [nucleoplasm]],[RRAD [cytosol]],"[RRAD gene:EGR2:NAB2:CHD4 [nucleoplasm],NAB2 [nucleoplasm],CHD4 [nucleoplasm],EGR2 [nucleoplasm],RRAD gene [nucleoplasm],RRAD gene:EGR1,EGR2 [nucleoplasm],RRAD gene:EGR1 [nucleoplasm],EGR1 [nucleoplasm],RRAD gene:EGR2 [nucleoplasm]]"
PI-3K cascade:FGFR2,FGFR2-associated PI3K phosphorylates PIP2 to PIP3,R-HSA-5654701,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[Activated FGFR2:p-FRS2:GRB2:GAB1:PI3K [plasma membrane],PIK3CA [cytosol],Activated FGFR2:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane],GRB2:GAB1:PIK3R1 [cytosol],PIK3R1 [cytosol],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol],Activated FGFR2:p-FRS2 [plasma membrane],p-6Y-FRS2 [plasma membrane],Activated FGFR2 [plasma membrane],Activated FGFR2c homodimer bound to FGF [plasma membrane],Activated FGFR2c long homodimer  [plasma membrane],HS [extracellular region],p-8Y-FGFR2c long [plasma membrane],FGFR2c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],Activated FGFR2c short homodimer bound to FGF [plasma membrane],p-8Y-FGFR2-5 [plasma membrane],Activated FGFR2b homodimer bound to FGF [plasma membrane],Activated FGFR2b short homodimer bound to FGF [plasma membrane],Phosphorylated Fibroblast growth factor receptor 2b short [plasma membrane],FGFR2b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF7 [extracellular region],FGF10 [extracellular region],Activated FGFR2b long homodimer  [plasma membrane],p-8Y-FGFR2-3 [plasma membrane]]"
NGF-stimulated transcription,ARC binds DNM2 and SH3GL3,R-HSA-9619838,"[ARC [cytosol],DNM2 [cytosol],SH3GL3 [cytosol]]",[ARC:DNM2:SH3GL3 [cytosol]],[]
Signaling by SCF-KIT,Direct recruitment of PI3K to p-KIT,R-HSA-205262,"[p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],PI3K alpha [cytosol]]",[PI3K:p-KIT:sSCF dimer:p-KIT [plasma membrane]],[]
Activated NTRK2 signals through PLCG1,NTRK2 phosphorylates PLCG1,R-HSA-9026579,"[BDNF,NTF4:p-5Y-NTRK2:PLCG1 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],BDNF,NTF4:p-5Y-NTRK2:p-4Y-PLCG1 [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:PLCG1 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 homodimer [plasma membrane],p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region],NTF4:p-5Y-NTRK2 homodimer [plasma membrane],NTF4:p-5Y-NTRK2 [plasma membrane],NTF4 homodimer [extracellular region],NTF4 [extracellular region],PLCG1 [plasma membrane]]"
FRS-mediated FGFR2 signaling,Activated FGFR2:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange,R-HSA-5654618,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[Activated FGFR2:p-FRS:GRB2:SOS1 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],Activated FGFR2:p-FRS [plasma membrane],Activated FGFR2:p-FRS3 [plasma membrane],p-5Y-FRS3 [plasma membrane],Activated FGFR2 [plasma membrane],Activated FGFR2c homodimer bound to FGF [plasma membrane],Activated FGFR2c long homodimer  [plasma membrane],HS [extracellular region],p-8Y-FGFR2c long [plasma membrane],FGFR2c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],Activated FGFR2c short homodimer bound to FGF [plasma membrane],p-8Y-FGFR2-5 [plasma membrane],Activated FGFR2b homodimer bound to FGF [plasma membrane],Activated FGFR2b short homodimer bound to FGF [plasma membrane],Phosphorylated Fibroblast growth factor receptor 2b short [plasma membrane],FGFR2b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF7 [extracellular region],FGF10 [extracellular region],Activated FGFR2b long homodimer  [plasma membrane],p-8Y-FGFR2-3 [plasma membrane],Activated FGFR2:p-FRS2 [plasma membrane],p-6Y-FRS2 [plasma membrane]]"
NGF-stimulated transcription,p-S133 CREB and p-S103 SRF bind the EGR1 promoter,R-HSA-9612514,"[EGR1 gene [nucleoplasm],p-S133-CREB1 homodimer [nucleoplasm],p-S103 SRF [nucleoplasm]]",[EGR1 gene:p-S133 CREB:p-S103 SRF [nucleoplasm]],[]
RHO GTPases Activate NADPH Oxidases,NADPH oxidase 2 (NOX2) complex binds RAC1,R-HSA-5218827,"[NOX2 complex [plasma membrane],RAC1:GTP [plasma membrane]]",[NOX2 complex:RAC1:GTP [plasma membrane]],[]
Gastrin-CREB signalling pathway via PKC and MAPK,ERK1/2/5 activate RSK1/2/3,R-HSA-198746,"[ATP [nucleoplasm],Ribosomal protein S6 kinase [nucleoplasm]]","[ADP [nucleoplasm],Phospho-Ribosomal protein S6 kinase [nucleoplasm]]","[p-MAPK3/MAPK1/MAPK7 dimers [nucleoplasm],p-Y185,Y187 MAPK1 dimer [nucleoplasm],p-T185,Y187-MAPK1 [nucleoplasm],p-T1218, Y220 MAPK7 dimer [nucleoplasm],p-T218,Y220-MAPK7 [nucleoplasm],p-T202, Y204 MAPK3 dimer [nucleoplasm],p-T202,Y204-MAPK3 [nucleoplasm]]"
NGF-independant TRKA activation,"Ade-Rib binds AODORA2A and NTRK1,2",R-HSA-187661,"[NTRK1,2 [Golgi membrane],ADORA2A [Golgi membrane],Ade-Rib [cytosol]]","[Ade-Rib:ADORA2A:NTRK1,2 [Golgi membrane]]",[]
Nuclear signaling by ERBB4,ERBB4s80 binds SPARC gene,R-HSA-9612278,"[ERBB4s80 [nucleoplasm],SPARC gene [nucleoplasm]]",[ERBB4s80:SPARC gene [nucleoplasm]],[]
Downregulation of ERBB2 signaling,PTPN12 dephosphorylates ERBB2 on tyrosine Y1248,R-HSA-8863804,"[H2O [cytosol],p-ERBB2 heterodimers [plasma membrane]]","[Pi [cytosol],Heterodimers of p-ERBB2 dephosphorylated at Y1248 [plasma membrane]]",[PTPN12 [cytosol]]
Activated NTRK3 signals through PI3K,Activated NTRK3 binds IRS1,R-HSA-9603437,"[(NTF3:p-5Y-NTRK3 homodimer,NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC) [plasma membrane],IRS1 [cytosol]]","[(NTF3:p-5Y-NTRK3 homodimer,NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC):IRS1 [plasma membrane]]",[]
EGFR downregulation,Beta-Pix:CDC42:GTP binds CBL in EGF:p-6Y-EGFR:CBL:CIN85,R-HSA-183002,"[Beta-Pix:CDC42:GTP [cytosol],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin [plasma membrane]]",[EGF:p-6Y-EGFR:CBL:Beta-Pix:CDC42:GTP:CIN85 [plasma membrane]],[]
Spry regulation of FGF signaling,SPRY2 is phosphorylated by phosphorylated MNK1,R-HSA-934559,"[ATP [cytosol],PP2A(A:C):SPRY2 [plasma membrane]]","[PP2A(A:C):S112/S121-pSPRY2 [plasma membrane],ADP [cytosol]]","[p-T250,T255,T385,S437-MKNK1 [cytosol]]"
Signaling by SCF-KIT,Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,"[p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],Tyrosine kinases [cytosol]]",[Tyrosine kinases:p-KIT complex [plasma membrane]],[]
Activated NTRK2 signals through FRS2 and FRS3,Activated NTRK2 binds FRS3,R-HSA-9032402,"[FRS3 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:FRS3 [plasma membrane]]",[]
VEGFA-VEGFR2 Pathway,Integrin alphaVbeta3 binds p-6Y-VEGFR2,R-HSA-5218818,"[Integrin alphaVbeta3 [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane]]",[VEGFA:p-6Y-VEGFR2:Integrin alphaVbeta3 [plasma membrane]],[]
EGFR downregulation,PTPN3 dephosphorylates EPS15,R-HSA-8867047,"[H2O [cytosol],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin:EPN1:EPS15L1:p-EPS15:HGS:STAM [plasma membrane]]","[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin:EPN1:EPS15L1:EPS15:HGS:STAM [plasma membrane],Pi [cytosol]]",[PTPN3 [plasma membrane]]
FRS-mediated FGFR4 signaling,Activated FGFR4:p-FRS:p-PTPN11 activates RAS nucleotide exchange,R-HSA-8941613,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[Activated FGFR4:p-FRS:p-PTPN11 [plasma membrane],Activated FGFR4:p-FRS [plasma membrane],Activated FGFR4:p-FRS3 [plasma membrane],p-5Y-FRS3 [plasma membrane],Activated FGFR4 [plasma membrane],Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane],FGF19 [extracellular region],p-5Y-FGFR4 [plasma membrane],KLB [plasma membrane],Activated FGFR4 homodimer [plasma membrane],HS [extracellular region],FGFR4-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],Activated FGFR4:p-FRS2 [plasma membrane],p-6Y-FRS2 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol]]"
Activated NTRK3 signals through PLCG1,Activated PCLG1 dissociates from NTRK3,R-HSA-9034855,[NTF3:p-5Y-NTRK3 homodimer:p-4Y-PLCG1 [plasma membrane]],"[NTF3:p-5Y-NTRK3 homodimer [plasma membrane],p-4Y-PLCG1 [plasma membrane]]",[]
Signalling to RAS,GRB2-1:SOS1:p-Y-SHC mediated nucleotide exchange of RAS,R-HSA-5686071,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[GRB2-1:SOS1:p-Y-SHC [cytosol],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],p-Y-SHC [cytosol],p-Y-SHC2 [cytosol],p-Y-SHC1 [cytosol],p-Y-SHC3 [cytosol]]"
Activated NTRK2 signals through FRS2 and FRS3,NTRK2-phosphorylated FRS2 binds PTPN11,R-HSA-9031981,"[PTPN11 [cytosol],BDNF,NTF4:p-5Y-NTRK2:p-Y-FRS2 [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:p-Y-FRS2:PTPN11 [plasma membrane]]",[]
Activated NTRK2 signals through CDK5,NTRK2 and CDK5 promote activation of RAC1 by TIAM1,R-HSA-9033292,"[GTP [cytosol],RAC1:GDP [plasma membrane]]","[GDP [cytosol],RAC1:GTP [plasma membrane]]","[BDNF:p-5Y,S479-NTRK2:p-Y829-TIAM1 [plasma membrane],p-Y829-TIAM1 [cytosol],BDNF:p-5Y,S479-NTRK2 homodimer [plasma membrane],p-5Y,S479-NTRK2 [plasma membrane],BDNF:p-5Y,S479-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region]]"
VEGFA-VEGFR2 Pathway,Phosphorylation of SRC-1,R-HSA-4420206,"[VEGFA dimer:p-6Y-VEGFR2 dimer:SH2D2A:SRC-1 [plasma membrane],ATP [cytosol]]","[VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1 [plasma membrane],ADP [cytosol]]","[VEGFA dimer:p-6Y-VEGFR2 dimer:SH2D2A:SRC-1 [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer:SH2D2A [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region],SH2D2A [cytosol],SRC-1 [cytosol]]"
GRB7 events in ERBB2 signaling,GRB7 binds phosphorylated heterodimer of ERBB2 and ERBB3,R-HSA-1306953,"[Phosphorylated ERBB2:ERBB3 heterodimers [plasma membrane],GRB7 [cytosol]]",[NRG1/2:p-10Y-ERBB3:p-ERBB2:GRB7 [plasma membrane]],[]
GAB1 signalosome,GRB2:GAB1 binds to phosphorylated EGFR,R-HSA-177941,"[EGF-like ligands:p-6Y EGFR dimer [plasma membrane],GRB2:GAB1,GRB2:GAB1:PIP3 [cytosol]]",[EGF-like ligands:p-6Y-EGFR:GRB2:GAB1 [plasma membrane]],[]
Activated NTRK3 signals through PI3K,Activated NTRK3 stimulates PI3K activity,R-HSA-9603445,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[NTF3:p-5Y-NTRK3 homodimer:PI3K [plasma membrane],PIK3CA:PIK3R1 [cytosol],PIK3CA [cytosol],PIK3R1 [cytosol],NTF3:p-5Y-NTRK3 homodimer [plasma membrane],p-5Y-NTRK3 [plasma membrane],NTF3 homodimer [extracellular region],NTF3 [extracellular region],NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC,(NTF3:p-5Y-NTRK3 homodimer,NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC) [plasma membrane],NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC [plasma membrane],MyrG-p-Y419-SRC [plasma membrane],(NTF3:p-5Y-NTRK3 homodimer,NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC):IRS1 [plasma membrane],IRS1 [cytosol],(NTF3:p-5Y-NTRK3 homodimer,NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC) [plasma membrane]]"
Activated NTRK3 signals through PI3K,Activated NTRK3 promotes SRC autophosphorylation,R-HSA-9603420,"[NTF3:p-5Y-NTKR3 homodimer:MyrG-SRC [plasma membrane],ATP [cytosol]]","[ADP [cytosol],NTF3:p-5Y-NTRK3 homodimer:MyrG-p-Y419-SRC [plasma membrane]]","[NTF3:p-5Y-NTKR3 homodimer:MyrG-SRC [plasma membrane],MyrG-SRC [plasma membrane],NTF3:p-5Y-NTRK3 homodimer [plasma membrane],p-5Y-NTRK3 [plasma membrane],NTF3 homodimer [extracellular region],NTF3 [extracellular region]]"
Signaling by SCF-KIT,Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,"[ATP [cytosol],SFKs:p-KIT complex [plasma membrane]]","[SFKs:p-8Y-KIT:sSCF dimer:p-8Y-KIT [plasma membrane],ADP [cytosol]]","[SFKs:p-KIT complex [plasma membrane],Src family tyrosine kinases (SFKs) [cytosol],FYN [cytosol],LCK [cytosol],SRC-1 [cytosol],YES1 [cytosol],LYN [cytosol],p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],p-7Y-KIT [plasma membrane],sSCF dimer [extracellular region],KITLG-1(26-190) [extracellular region]]"
FGFR3c ligand binding and activation,FGFR3c binds to FGF,R-HSA-190261,"[FGFR3c [plasma membrane],HS [extracellular region],FGFR3c-binding FGFs [extracellular region]]",[FGFR3c homodimer bound to FGF [plasma membrane]],[HS [extracellular region]]
Regulation of KIT signaling,Interaction of SHP1 and KIT,R-HSA-205306,"[p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],PTPN6 [cytosol]]",[PTPN6:p-c-Kit complex [plasma membrane]],[]
Signalling to STAT3,STAT3 activation,R-HSA-198732,"[STAT3 [cytosol],ATP [cytosol]]","[ADP [cytosol],p-S727-STAT3 [cytosol]]","[Activated TrkA receptor complex [plasma membrane],beta-NGF homodimer [extracellular region],NGF [extracellular region],p-5Y-NTRK1 [plasma membrane]]"
Nuclear signaling by ERBB4,CXCL12 gene expression is stimulated by ERBB4s80:ESR1:estrogen,R-HSA-8954199,[CXCL12 gene [nucleoplasm]],[CXCL12(22-93) [extracellular region]],"[ERBB4s80:ESR1:estrogen:CXCL12 gene [nucleoplasm],CXCL12 gene [nucleoplasm],ERBB4s80:ESR1:estrogen [nucleoplasm],ERBB4s80 [nucleoplasm],ERBB4jmAcyt1s80 dimer [nucleoplasm],ERBB4jmAcyt1s80 [nucleoplasm],ERBB4jmAcyt2s80 dimer [nucleoplasm],ERBB4jmAcyt2s80 [nucleoplasm],ESR1:ESTG [nucleoplasm],ESTG [nucleoplasm],ESR1 homodimer [nucleoplasm],ESR1 [nucleoplasm]]"
GAB1 signalosome,"PI3K converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)",R-HSA-177939,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1:PI3K [plasma membrane],PIK3CA:PIK3R1 [cytosol],PIK3CA [cytosol],PIK3R1 [cytosol],EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1 [plasma membrane],GRB2:p-5Y-GAB1,GRB2:p-5Y-GAB1:PIP3 [cytosol],GRB2:Phospho-GAB1 [cytosol],p-5Y-GAB1 [cytosol],GRB2-1 [cytosol],GRB2:p-5Y-GAB1:PIP3 [plasma membrane],PI(3,4,5)P3 [plasma membrane],EGF-like ligands:p-6Y EGFR dimer [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane]]"
NGF-stimulated transcription,SGK phosphorylates CREB1,R-HSA-9612501,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[p-T256,S422-SGK1 [nucleoplasm]]"
PI3K/AKT activation,PIP3 binds to RhoA and activates it,R-HSA-202692,"[RHOA [plasma membrane],PI(3,4,5)P3 [plasma membrane]]",[PIP3:RhoA [plasma membrane]],[]
EGFR downregulation,Localization of CBL:GRB2 to the membrane,R-HSA-183067,"[CBL:GRB2 [cytosol],EGF-like ligands:p-6Y EGFR dimer [plasma membrane]]",[EGF-like ligands:p-6Y-EGFR:CBL:GRB2 [plasma membrane]],[]
VEGFR2 mediated cell proliferation,DAG and Ca+2 bind to PKC and tether it to membrane,R-HSA-5218813,"[p-PKC [cytosol],DAGs [plasma membrane],Ca2+ [cytosol]]",[DAG:active PKC:Ca+2 [plasma membrane]],[]
Smooth Muscle Contraction,Calcium binds calmodulin,R-HSA-74448,"[CALM1 [cytosol],Ca2+ [cytosol]]",[CALM1:4xCa2+ [cytosol]],[]
Signaling by SCF-KIT,Recruitment of STATs,R-HSA-1433456,"[STATs [cytosol],p-JAK2:SFKs:p-KIT complex [plasma membrane]]",[p-JAK2:SFKs:p-KIT complex:STATs [plasma membrane]],[]
PI-3K cascade:FGFR4,FGFR4- and PTPN11-associated PI3K phosphorylates PIP2 to PIP3,R-HSA-5654714,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[Activated FGFR4:p-FRS2:p-PTPN11:GRB2:GAB1:PI3K [plasma membrane],PIK3CA [cytosol],Activated FGFR4:p-FRS2:p-PTPN11:GRB2:GAB1:PIK3R1 [plasma membrane],GRB2:GAB1:PIK3R1 [cytosol],PIK3R1 [cytosol],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol],Activated FGFR4:p-FRS2:p-PTPN11 [plasma membrane],Activated FGFR4:p-FRS2 [plasma membrane],Activated FGFR4 [plasma membrane],Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane],FGF19 [extracellular region],p-5Y-FGFR4 [plasma membrane],KLB [plasma membrane],Activated FGFR4 homodimer [plasma membrane],HS [extracellular region],FGFR4-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],p-6Y-FRS2 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol]]"
NGF-stimulated transcription,VGF gene expression,R-HSA-9620723,[VGF gene [nucleoplasm]],[VGF [endoplasmic reticulum lumen]],"[VGF gene:REST [nucleoplasm],VGF gene [nucleoplasm],REST [nucleoplasm],VGF gene:EGR1 [nucleoplasm],EGR1 [nucleoplasm],VGF gene:p-CREB:p-ATFs:ASCL1:TCF12:EP300 [nucleoplasm],TCF12 [nucleoplasm],ASCL1 [nucleoplasm],p-S133-CREB1 [nucleoplasm],p-S63 ATF1,p-T69, T71 ATF2 [nucleoplasm],p-T69,T71-ATF2 [nucleoplasm],p-S63-ATF1 [nucleoplasm],EP300 [nucleoplasm]]"
VEGFA-VEGFR2 Pathway,VEGF induces CDC42 activation by unknown mechanism,R-HSA-5218829,"[GTP [cytosol],CDC42-GDP [plasma membrane]]","[GDP [cytosol],CDC42:GTP [plasma membrane]]",[Unknown GEF [cytosol]]
Nuclear signaling by ERBB4,MXD4 gene expression is stimulated by ERBB4s80,R-HSA-9612448,[MXD4 gene [nucleoplasm]],[MXD4 [nucleoplasm]],"[ERBB4jmAcyt1s80:MXD4 gene [nucleoplasm],MXD4 gene [nucleoplasm],ERBB4jmAcyt1s80 dimer [nucleoplasm],ERBB4jmAcyt1s80 [nucleoplasm]]"
Activation of AKT2,PDPK1 binds PIP3,R-HSA-109701,"[PI(3,4,5)P3 [plasma membrane],PDPK1 [plasma membrane]]",[PDPK1:PIP3 [plasma membrane]],[]
Signaling by MST1,MST1 dimer:MST1R dimer binds MST1R dimer,R-HSA-8852522,"[MST1 dimer:MST1R dimer [plasma membrane],MST1R dimer [plasma membrane]]",[MST1 dimer:2xMST1R dimer [plasma membrane]],[]
GAB1 signalosome,GAB1 phosphorylation by EGFR kinase,R-HSA-177930,"[EGF-like ligands:p-6Y-EGFR:GRB2:GAB1 [plasma membrane],ATP [cytosol]]","[EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1 [plasma membrane],ADP [cytosol]]","[EGF-like ligands:p-6Y-EGFR:GRB2:GAB1 [plasma membrane],GRB2:GAB1,GRB2:GAB1:PIP3 [cytosol],GRB2:GAB1:PIP3 [plasma membrane],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol],PI(3,4,5)P3 [plasma membrane],EGF-like ligands:p-6Y EGFR dimer [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane]]"
