PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,SYK autophosphorylates at the activated BCR,R-HSA-983707,"[ATP [cytosol],Antigen:p-BCR:SYK [plasma membrane]]","[ADP [cytosol],Antigen:p-BCR:p-SYK [plasma membrane]]","[Antigen:p-BCR:p-SYK [plasma membrane],Antigen:p-BCR [plasma membrane],p-BCR [plasma membrane],IgM or IgD [plasma membrane],IgD [plasma membrane],IgD Heavy Chain [plasma membrane],IGHD [plasma membrane],Ig Heavy Chain V Region [plasma membrane],Ig heavy chain V-III region BRO [plasma membrane],Ig heavy chain V-III region CAM [plasma membrane],Ig heavy chain V-II region OU [plasma membrane],Ig heavy chain V-III region BUT [plasma membrane],Ig heavy chain V-II region ARH-77 [plasma membrane],IGHV1-2 [plasma membrane],Ig heavy chain V-II region MCE [plasma membrane],Ig heavy chain V-I region HG3 [plasma membrane],Ig heavy chain V-II region WAH [plasma membrane],Ig heavy chain V-III region WEA [plasma membrane],Ig heavy chain V-III region DOB [plasma membrane],Ig heavy chain V-III region JON [plasma membrane],Ig heavy chain V-III region TRO [plasma membrane],Ig heavy chain V-II region NEWM [plasma membrane],IGHV7-81(1-?) [plasma membrane],Ig heavy chain V-I region EU [plasma membrane],Ig heavy chain V-III region KOL [plasma membrane],IgH  heavy chain V-III region VH26 precursor [plasma membrane],IGHV(1-?) [plasma membrane],Ig Antibody Light Chain [plasma membrane],Immunoglobulin Kappa Light Chain [plasma membrane],Ig Kappa Light Chain V Region [plasma membrane],IGKV1-5(23-?) [plasma membrane],Ig kappa chain V-II region RPMI 6410 [plasma membrane],Ig kappa chain V-II region Cum [plasma membrane],Ig kappa chain V region EV15 [plasma membrane],IGKV2D-30 [plasma membrane],Ig kappa chain V-III region VG [plasma membrane],IGKV1-12 [plasma membrane],IGLV(23-?) [plasma membrane],Ig kappa chain V-I region HK101 [plasma membrane],Ig kappa chain V-III region POM [plasma membrane],IGKVA18(21-?) [plasma membrane],Ig kappa chain V-I region Daudi [plasma membrane],Ig kappa chain V-I region DEE [plasma membrane],Ig kappa chain V-III region B6 [plasma membrane],Ig kappa chain V-I region AU [plasma membrane],Ig kappa chain V-I region BAN [plasma membrane],Ig kappa chain V-I region Gal [plasma membrane],IGKV4-1(21-?) [plasma membrane],IGKV3D-20 [plasma membrane],Ig kappa chain V-I region AG [plasma membrane],IGKV2-28 [plasma membrane],IGKC [plasma membrane],Ig kappa chain V-II region FR [plasma membrane],Ig kappa chain V-I region Wes [plasma membrane],Immunoglobulin Lambda Light Chain [plasma membrane],Ig Lamda Light Chain V Region [plasma membrane],Ig lambda chain V-II region TOG [plasma membrane],Ig lambda chain V-II region BOH [plasma membrane],Ig lambda chain V-II region MGC [plasma membrane],Ig lambda chain V-IV region Kern [plasma membrane],Ig lambda chain V-I region NEW [plasma membrane],Ig lambda chain V region 4A [plasma membrane],Ig lambda chain V-II region NEI [plasma membrane],Ig lambda chain V-IV region Hil [plasma membrane],Ig lambda chain V-I region NEWM [plasma membrane],Ig lambda chain V-III region LOI [plasma membrane],Ig lambda chain V-III region SH [plasma membrane],Ig lambda chain V-IV region Bau [plasma membrane],Ig lambda chain V-I region VOR [plasma membrane],Ig lambda chain V-I region HA [plasma membrane],Ig lambda chain V-VI region AR [plasma membrane],Ig Lambda C region [plasma membrane],IGLC6 [plasma membrane],IGLC2 [plasma membrane],IGLC3 [plasma membrane],IGLC1 [plasma membrane],IGLC7 [plasma membrane],IgM [plasma membrane],IgM Heavy Chain [plasma membrane],IGHM [plasma membrane],p-Y188,Y199-CD79A [plasma membrane],p-Y196,Y207-CD79B [plasma membrane],Antigen [plasma membrane],p-6Y-SYK [cytosol],PTPN6:p-Y762,807,822-CD22:Antigen:p-BCR [plasma membrane],PTPN6 [cytosol],p-Y762,807,822-CD22:Antigen:p-BCR [plasma membrane],p-Y762,807,822-CD22 [plasma membrane]]"
Antimicrobial peptides,PI3 binds the bacterial surface,R-HSA-6810724,"[LPS [cell wall],PI3 [extracellular region]]",[PI3:LPS [extracellular region]],[]
Cross-presentation of particulate exogenous antigens (phagosomes),Maturation of phagosome into phagolysosome,R-HSA-1236963,[Exogenous Particulate antigen (Ag) [phagocytic vesicle]],[Exogenous Particulate antigen (Ag) [phagolysosome]],[]
The IPAF inflammasome,IPAF binds procaspase-1,R-HSA-844617,"[IPAF elicitors:NLRC4 [cytosol],CASP1(1-404) [cytosol]]",[IPAF elicitors:NLRC4:Procaspase-1 [cytosol]],[]
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds CD40",R-HSA-5676597,"[CD40:CD40L trimer [plasma membrane],cIAP1,2:TRAF2:TRAF3:NIK [cytosol]]","[CD40:CD40L trimer:cIAP1,2:TRAF2:TRAF3:NIK [plasma membrane]]",[]
Lipophagy,PRKAA2 dissociate from p-PLINs:HSPA8,R-HSA-9613565,[p-PLINs:HSPA8:PRKAA2 [lipid droplet]],"[p-PLINs:HSPA8 [lipid droplet],PRKAA2 [cytosol]]",[]
Interleukin-20 family signaling,p-STAT1 dimer translocates from the cytosol to the nucleoplasm,R-HSA-8987218,[2 x p-STAT1 [cytosol]],[2 x p-STAT1 [nucleoplasm]],[]
Prolactin receptor signaling,PRLR is phosphorylated at Ser-349,R-HSA-1370505,"[ATP [cytosol],PRLR ligands:Activated PRLR:JAK2 dimer [plasma membrane]]","[ADP [cytosol],PRLR ligands:p-S349-PRLR:JAK2 dimer [plasma membrane]]",[]
Antimicrobial peptides,PGLYRP2 binds bacterial peptidoglycan,R-HSA-6799981,"[GlcNac-(1-->4)MurNAc-L-Ala-gamma-D-Glu-L-Lys-(D-Ala)2 [cell wall],PGLYRP2 dimer [extracellular region]]",[PGLYRP2:peptidoglycan [extracellular region]],[]
Interleukin-20 family signaling,IL20 binds to IL22RA1:JAK1:IL20RB,R-HSA-9009227,"[IL20 [extracellular region],IL22RA1:JAK1:IL20RB [plasma membrane]]",[IL20:IL22RA1:JAK1:IL20RB [plasma membrane]],[]
MAP2K and MAPK activation,MAP2Ks and MAPKs are phosphorylated at the endosome membrane,R-HSA-5674130,"[WDR83:LAMTOR2:LAMTOR3:activated RAF:MAP2K:MAPK complex [endosome membrane],ATP [cytosol]]","[ADP [cytosol],WDR83:LAMTOR2:LAMTOR3:activated RAF:p-2S MAP2K:p-T,Y MAPK complex [endosome membrane]]",[]
Interleukin-10 signaling,IL10 negatively regulates plasma membrane-associated inflammatory mediators,R-HSA-8937656,[IL10-downregulated plasma membrane-associated genes [nucleoplasm]],[IL10-downregulated plasma membrane proteins [plasma membrane]],[IL10 [extracellular region]]
CLEC7A (Dectin-1) induces NFAT activation,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
DAP12 signaling,Release of p-PLCG1,R-HSA-2424485,[p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV:p-PLCG [plasma membrane]],"[p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV [plasma membrane],p-4Y-PLCG [plasma membrane]]",[]
PD-1 signaling,Interaction of SHP-1 or SHP-2 with phospho PD-1,R-HSA-389759,"[p-Y223,248-PDCD1:B7-DC,B7-H1 [plasma membrane],PTPN6,PTPN11 [cytosol]]","[PTPN6,PTPN11:p-Y223,248-PDCD1:B7-DC,B7-H1 [plasma membrane]]",[]
MyD88 cascade initiated on plasma membrane,Phosphorylation of IRAK2 bound to the activated IRAK4:MyD88 oligomerl:activated TLR5 or 10 complex,R-HSA-975861,"[IRAK2:p-S,2T-IRAK4:oligo-MyD88:activated TLR5/10 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],p-IRAK2:p-IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane]]","[IRAK2:p-S,2T-IRAK4:oligo-MyD88:activated TLR5/10 [plasma membrane],p-S,2T-IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane],p-T342,T345,S346-IRAK4 [plasma membrane],oligo-MyD88:activated TLR5 or 10 [plasma membrane],Activated TLR5 or TLR10 homodimer [plasma membrane],TLR10 homodimer bound to ligand [plasma membrane],TLR10 homodimer [plasma membrane],TLR10 [plasma membrane],Ligand recognized by TLR10 [extracellular region],TLR5 homodimer:bacterial flagellin [plasma membrane],Flagellin [plasma membrane],TLR5 [plasma membrane],MyD88 oligomer [plasma membrane],MYD88 [plasma membrane],IRAK2 [plasma membrane]]"
Defensins,Binding of defensins to lipid II,R-HSA-1467209,"[Lipid II [plasma membrane],Defensins that bind Lipid II [extracellular region]]",[Defensins that bind Lipid II:Lipid II [plasma membrane]],[]
Dectin-1 mediated noncanonical NF-kB signaling,p52:RELB translocates from cytosol to nucleus,R-HSA-5607741,[p52:RELB [cytosol]],[p52:RELB [nucleoplasm]],[]
Trafficking and processing of endosomal TLR,TLR9 processing at neutral pH,R-HSA-1678981,[FL-TLR9 dimer [endolysosome membrane]],[N-ter TLR9 dimer [endolysosome membrane]],"[CTSS-like proteins [endolysosome lumen],CTSL(114-288) [endolysosome lumen],CTSL2 [endolysosome lumen],CTSS [endolysosome lumen]]"
CLEC7A/inflammasome pathway,IL1B gene is transcribed,R-HSA-5660622,[IL1B gene [nucleoplasm]],[IL1B mRNA [cytosol]],"[NFKB1(1-433):RELA [nucleoplasm],NFKB1(1-433) [nucleoplasm],RELA [nucleoplasm]]"
Metal sequestration by antimicrobial proteins,"LCN2:2,5DHBA binds Fe3+",R-HSA-5229273,"[Fe3+ [extracellular region],LCN2:2,5DHBA [extracellular region]]","[LCN2:2,5DHBA:Fe3+ [extracellular region]]",[]
The NLRP3 inflammasome,ASC is recruited via a PYD-PYD interaction,R-HSA-844610,"[PYCARD [cytosol],NLRP3 elicitors:NLRP3 oligomer [cytosol]]",[NLRP3 elicitors:NLRP3 oligomer:ASC [cytosol]],[]
Interleukin-1 signaling,UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,R-HSA-8948018,[hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1 [cytosol]],"[UBE2N:UBE2V1 [cytosol],hp-IRAK1:3xK63polyUb-TRAF6 [cytosol]]",[]
Interleukin-23 signaling,p-Y705-STAT3:p-Y693-STAT4 translocates to the nucleus,R-HSA-8950724,[p-Y705-STAT3:p-Y693-STAT4 [cytosol]],[p-Y705-STAT3:p-Y693-STAT4 [nucleoplasm]],[]
Generation of second messenger molecules,Translocation of PLC-gamma1 to PIP2,R-HSA-202354,"[p-Y771,Y783,Y1254-PLCG1 [cytosol],PI(4,5)P2 [plasma membrane]]",[Activated PLC gamma1 bound to PIP2 [plasma membrane]],[]
The NLRP1 inflammasome,MDP:NLRP1 binds ATP,R-HSA-879222,"[ATP [cytosol],MDP:NLRP1 [cytosol]]",[MDP:NLRP1:ATP [cytosol]],[]
Interferon alpha/beta signaling,ISGF3 binds the ISRE promoter elements in IFN-stimulated genes,R-HSA-1015699,"[ISGF3 [nucleoplasm],Type I IFN-regulated genes with ISRE promoter elements [nucleoplasm]]",[ISGF3 bound to ISRE promotor elements [nucleoplasm]],[]
Negative regulators of DDX58/IFIH1 signaling,Inhibition of DDX58/IFIH1 signaling by ATG5:ATG12:MAVS,R-HSA-936378,"[viral dsRNA:IFIH1, 2xviral dsRNA:2xK63polyUb-DDX58:2xRNF135,TRIM25:2xATP [cytosol],ATG5:ATG12:MAVS [mitochondrial outer membrane]]",[dsRNA:RIG-I/MDA5:IPS-1:ATG5-ATG12 [mitochondrial outer membrane]],[]
Negative regulation of MAPK pathway,PAQR3 binds inactive RAFs,R-HSA-5674140,"[inactive RAFs [cytosol],PAQR3 [Golgi membrane]]",[PAQR3:inactive RAFs [Golgi membrane]],[]
Interleukin-27 signaling,CRLF1:IL27 translocates to the extracellular region,R-HSA-8950731,[CRLF1:IL27 [cytosol]],[CRLF1:IL27 [extracellular region]],[]
MHC class II antigen presentation,Transport of antigen loaded MHC II molecules to surface,R-HSA-2213248,"[RAB7:RILP:ORP1L complex [lysosomal membrane],ARP-1 [cytosol],ATP [cytosol],SPTBN2 [cytosol],peptide loaded MHC class II [lysosomal membrane],Kinesins:Dynactin:microtubule [cytosol],Dynein:Dynactin:microtubule [cytosol]]","[RAB7:RILP:ORP1L complex [lysosomal membrane],ADP [cytosol],ARP-1 [cytosol],SPTBN2 [cytosol],Kinesins:Dynactin:microtubule [cytosol],Dynein:Dynactin:microtubule [cytosol],peptide loaded MHC class II [plasma membrane]]",[]
TNFs bind their physiological receptors,EDA-3 binds EDA2R,R-HSA-5669013,"[EDA2R [plasma membrane],EDA-3 [plasma membrane]]",[EDA-3:EDA2R [plasma membrane]],[]
ER-Phagosome pathway,IKKB phosphorylates SNAP23,R-HSA-8863895,"[SNAP23 [phagocytic vesicle membrane],ATP [cytosol]]","[ADP [cytosol],p-S95-SNAP23 [phagocytic vesicle membrane]]","[CHUK:IKBKB:IKBKG [cytosol],IKBKB [cytosol],CHUK [cytosol],IKBKG [cytosol],oligo-MyD88:TIRAP:BTK:activated TLR [plasma membrane],MyD88 oligomer [plasma membrane],MYD88 [plasma membrane],activated TLR2/4:p-4Y-TIRAP:PI(4,5)P2:BTK [plasma membrane],p-4Y-TIRAP:PI(4,5)P2 [plasma membrane],PI(4,5)P2 [plasma membrane],p-4Y-TIRAP [plasma membrane],Activated TLR1:2 or TLR 2:6 heterodimers or TLR4 homodimer [plasma membrane],TLR6:TLR2:ligand:CD14:CD36 [plasma membrane],TLR6/2 ligand:CD14:CD36 [plasma membrane],TLR6:TLR2 recognized ligand [extracellular region],mip [extracellular region],Lipoteichoic acid [extracellular region],Diacyl lipopeptide [extracellular region],Clostridial peptidoglycan [extracellular region],GPIN-CD14(20-345) [plasma membrane],4xPalmC-CD36 [plasma membrane],TLR6:TLR2 [plasma membrane],TLR2 [plasma membrane],TLR6 [plasma membrane],TLR4:LY96:LPS:CD14 [plasma membrane],TLR4:LY96 [plasma membrane],2xN4GlycoAsn-LY96 [plasma membrane],2xN4GlycoAsn-TLR4 [plasma membrane],LPS [extracellular region],CD14 [plasma membrane],CD14(20-345) [extracellular region],TLR1:TLR2:TLR1/2 ligand:CD14 [plasma membrane],TLR1:TLR2 [plasma membrane],TLR1 [plasma membrane],TLR1:TLR2 ligand:CD14 [plasma membrane],TLR1:TLR2 recognized ligand [extracellular region],PorB Homotrimer [extracellular region],Major outer membrane protein P [extracellular region],Triacyl lipopeptide [extracellular region],BTK [cytosol]]"
Interleukin-6 signaling,Phosphorylated STATs are released,R-HSA-1112604,"[Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:Tyrosine phosphorylated STAT1,STAT3 [plasma membrane]]","[p-Y701-STAT1, p-Y705-STAT3 [cytosol],Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane]]",[]
Dectin-1 mediated noncanonical NF-kB signaling,Activation of NIK,R-HSA-5607721,[MAP3K14 [cytosol]],[Active NIK [cytosol]],[]
Interleukin-35 Signalling,JAK1/JAK2 bound to IL35:IL6ST:IL12RB2 receptor are phosphorylated,R-HSA-8950405,"[ATP [cytosol],IL35:IL6ST:JAK1:IL12RB2:JAK2 [plasma membrane]]","[ADP [cytosol],IL35:IL6ST:p-JAK1:IL12RB2:p-JAK2 [plasma membrane]]","[IL35:IL6ST:JAK1:IL12RB2:JAK2 [plasma membrane],IL35 [extracellular region],EBI3 [extracellular region],IL12A [extracellular region],IL6ST:JAK1, JAK2, (TYK2) [plasma membrane],IL6ST [plasma membrane],JAK1, JAK2, (TYK2) [cytosol],TYK2 [cytosol],JAK1 [cytosol],JAK2 [cytosol],IL12RB2:JAK2 [plasma membrane],IL12RB2 [plasma membrane]]"
Interleukin-23 signaling,p-Y705-STAT3 binds p-Y693-STAT4,R-HSA-8950780,"[p-Y693-STAT4 [cytosol],p-Y705-STAT3 [cytosol]]",[p-Y705-STAT3:p-Y693-STAT4 [cytosol]],[]
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"CD19 Signalosome phosphorylates PI(4,5)P2 forming PI(3,4,5)P3",R-HSA-2076220,"[PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane]]","[CD19 Signalosome [plasma membrane],p-6Y-CD19 [plasma membrane],GRB2-1 [plasma membrane],VAV1 [plasma membrane],PIK3CD:PIK3R1 [plasma membrane],PIK3CD [plasma membrane],PIK3R1 [plasma membrane]]"
Antigen processing: Ubiquitination & Proteasome degradation,Interaction of E3 with substrate and E2-Ub complex,R-HSA-983157,"[Ubiquitin:E2 conjugating enzymes [cytosol],antigenic substrate [cytosol],E3 ligases in proteasomal degradation [cytosol]]",[Ag-substrate:E3:E2:Ub [cytosol]],[]
Translocation of ZAP-70 to Immunological synapse,Phosphorylation of ZAP-70 by Lck,R-HSA-202168,"[ATP [cytosol],ZAP-70 bound to phosphorylated ITAM motifs [plasma membrane]]","[ADP [cytosol],phospho tyrosine ZAP-70 [plasma membrane]]","[Antigen-bearing MHC Class II :TCR complex:CD4: Lck phosphorylated at Tyr394 [plasma membrane],CD4 [plasma membrane],MHC Class II bearing antigen peptide [plasma membrane],MHC class II alpha/beta dimer [plasma membrane],HLA II alpha chain [plasma membrane],HLA class II histocompatibility antigen, DP alpha chain precursor [plasma membrane],HLA class II histocompatibility antigen, DQ [plasma membrane],HLA class II histocompatibility antigen, DR alpha chain precursor [plasma membrane],HLA II beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-4 beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-8 beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-11 beta chain [plasma membrane],HLA class II histocompatibility antigen, DR-1 beta chain precursor [plasma membrane],HLA class II histocompatibility antigen, DRB3-1 beta chain precursor [plasma membrane],HLA class II histocompatibility antigen, DRB1-9 beta chain precursor [plasma membrane],HLA class II histocompatibility antigen, DQB1*0602 beta chain precursor [plasma membrane],HLA class II histocompatibility antigen, DRB1-15 beta chain [plasma membrane],HLA class II histocompatibility antigen, DQ beta 2 chain [plasma membrane],HLA class II histocompatibility antigen, DP [plasma membrane],HLA class II histocompatibility antigen, DRB1-10 beta chain [plasma membrane],HLA class II histocompatibility antigen, DR beta 5 chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-13 beta chain [plasma membrane],HLA class II histocompatibility antigen, DR beta 4 chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-14 beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-12 beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-16 beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-1 beta chain [plasma membrane],HLA class II histocompatibility antigen, DRB1-7 beta chain [plasma membrane],Antigen [plasma membrane],T-cell receptor complex [plasma membrane],T-cell receptor [plasma membrane],TCR chain beta [plasma membrane],TRBV12-3 [plasma membrane],TCRB [plasma membrane],TRBC1 [plasma membrane],TCR chain alpha [plasma membrane],T-cell receptor alpha chain V region PY14 precursor [plasma membrane],TCRA [plasma membrane],TRAV19 [plasma membrane],TRAC [plasma membrane],CD3 epsilon gamma [plasma membrane],CD3E [plasma membrane],CD3G [plasma membrane],CD247-1 [plasma membrane],CD3 epsilon delta [plasma membrane],CD3D [plasma membrane],p-Y394-LCK [cytosol]]"
Interleukin-35 Signalling,p-STAT1 dissociates from IL6ST:IL6ST,R-HSA-8983845,[IL-35:(IL6ST:p-JAK1:p-JAK2) dimer:p-STAT1 [plasma membrane]],"[p-STAT1 [cytosol],IL-35:(IL6ST:p-JAK1:p-JAK2) dimer [plasma membrane]]",[]
Fc epsilon receptor (FCERI) signaling,Phosphorylation of LAT by p-SYK,R-HSA-2730843,"[ATP [cytosol],LAT-2 [plasma membrane]]","[ADP [cytosol],p-5Y-LAT-2 [plasma membrane]]","[Clustered p:LYN:p-FCERI:IgE:allergin:p-6Y-SYK [plasma membrane],p-6Y-SYK [cytosol],Allergin:p-LYN:p-FCERI:IgE aggregate [plasma membrane],p-LYN:p-FCERI:IgE aggregate [plasma membrane],p-Y396-LYN [plasma membrane],IgE [extracellular region],IgE Heavy Chain [extracellular region],IGHE [extracellular region],Ig Heavy Chain V Region [extracellular region],IGHV7-81(1-?) [extracellular region],Ig heavy chain V-I region EU [extracellular region],Ig heavy chain V-II region OU [extracellular region],Ig heavy chain V-III region BRO [extracellular region],Ig heavy chain V-III region KOL [extracellular region],Ig heavy chain V-III region DOB [extracellular region],Ig heavy chain V-II region MCE [extracellular region],Ig heavy chain V-III region BUT [extracellular region],Ig heavy chain V-II region NEWM [extracellular region],Ig heavy chain V-II region WAH [extracellular region],Ig heavy chain V-III region JON [extracellular region],Ig heavy chain V-III region TRO [extracellular region],IgH  heavy chain V-III region VH26 precursor [extracellular region],IGHV1-2 [extracellular region],Ig heavy chain V-III region WEA [extracellular region],Ig heavy chain V-I region HG3 [extracellular region],Ig heavy chain V-II region ARH-77 [extracellular region],IGHV(1-?) [extracellular region],Ig heavy chain V-III region CAM [extracellular region],Ig Antibody Light Chain [extracellular region],Immunoglobulin Lambda Light Chain [extracellular region],Ig Lamda Light Chain V Region [extracellular region],IGLV8-61(1-?) [extracellular region],IGLV4-3(1-?) [extracellular region],IGLV5-37(1-?) [extracellular region],IGLV2-18(1-?) [extracellular region],IGLV3-16(1-?) [extracellular region],IGLV2-33(1-?) [extracellular region],Ig lambda chain V-I region NEW [extracellular region],IGLV1-36(1-?) [extracellular region],IGLV7-43(1-?) [extracellular region],Ig lambda chain V-II region MGC [extracellular region],Ig lambda chain V-IV region Bau [extracellular region],IGLV1-44(1-?) [extracellular region],Ig lambda chain V-IV region Hil [extracellular region],IGLV5-45(1-?) [extracellular region],IGLV1-40(1-?) [extracellular region],Ig lambda chain V-I region HA [extracellular region],IGLV3-22(1-?) [extracellular region],Ig lambda chain V-VI region AR [extracellular region],Ig lambda chain V-III region SH [extracellular region],IGLV4-60(1-?) [extracellular region],IGLV7-46(1-?) [extracellular region],IGLV10-54(1-?) [extracellular region],Ig lambda chain V-III region LOI [extracellular region],IGLV2-23(1-?) [extracellular region],Ig lambda chain V-I region NEWM [extracellular region],IGLV4-69(1-?) [extracellular region],IGLV3-25(1-?) [extracellular region],IGLV2-11(1-?) [extracellular region],Ig lambda chain V region 4A [extracellular region],IGLV3-27(1-?) [extracellular region],IGLV3-12(1-?) [extracellular region],IGLV11-55(1-?) [extracellular region],Ig lambda chain V-I region VOR [extracellular region],Ig lambda chain V-II region NEI [extracellular region],Ig lambda chain V-IV region Kern [extracellular region],Ig lambda chain V-II region BOH [extracellular region],Ig lambda chain V-II region TOG [extracellular region],Ig Lambda C region [extracellular region],IGLC6 [extracellular region],IGLC1 [extracellular region],IGLC2 [extracellular region],IGLC3 [extracellular region],IGLC7 [extracellular region],Immunoglobulin Kappa Light Chain [extracellular region],IGKC [extracellular region],Ig Kappa Light Chain V Region [extracellular region],IGKV4-1(21-?) [extracellular region],Ig kappa chain V-III region B6 [extracellular region],Ig kappa chain V-II region FR [extracellular region],Ig kappa chain V-I region HK101 [extracellular region],Ig kappa chain V-II region Cum [extracellular region],IGKV3D-20 [extracellular region],IGLV(23-?) [extracellular region],Ig kappa chain V-I region Wes [extracellular region],Ig kappa chain V-I region AG [extracellular region],Ig kappa chain V-II region RPMI 6410 [extracellular region],Ig kappa chain V-III region POM [extracellular region],Ig kappa chain V-I region Daudi [extracellular region],IGKV1-12 [extracellular region],Ig kappa chain V-III region VG [extracellular region],IGKV2D-30 [extracellular region],Ig kappa chain V-I region DEE [extracellular region],Ig kappa chain V-I region Gal [extracellular region],IGKV2-28 [extracellular region],Ig kappa chain V-I region BAN [extracellular region],IGKV1-5(23-?) [extracellular region],Ig kappa chain V region EV15 [extracellular region],Ig kappa chain V-I region AU [extracellular region],IGKVA18(21-?) [extracellular region],p-FCERI aggregate [plasma membrane],Allergin [extracellular region]]"
