ReactionID,ReactionName,DiseaseID,DiseaseName
R-HSA-2666278,NOTCH1 t(7;9)(NOTCH1:M1580_K2555) is cleaved to produce NEXT1,715,T-cell leukemia
R-HSA-2769000,NOTCH1 PEST domain mutants bind DLL4,162,cancer
R-HSA-2769000,NOTCH1 PEST domain mutants bind DLL4,715,T-cell leukemia
R-HSA-2769007,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 PEST domain mutants,162,cancer
R-HSA-2769007,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 PEST domain mutants,715,T-cell leukemia
R-HSA-2220964,NICD1 PEST domain mutants in complex with RBPJ (CSL) bind MAML,162,cancer
R-HSA-2220964,NICD1 PEST domain mutants in complex with RBPJ (CSL) bind MAML,715,T-cell leukemia
R-HSA-2220967,p-NICD1 PEST domain mutants do not bind FBXW7,162,cancer
R-HSA-2220967,p-NICD1 PEST domain mutants do not bind FBXW7,715,T-cell leukemia
R-HSA-2220966,NOTCH1 PEST domain mutants stimulate HES5 transcription,162,cancer
R-HSA-2220966,NOTCH1 PEST domain mutants stimulate HES5 transcription,715,T-cell leukemia
R-HSA-4396393,NOTCH1 PEST domain mutants bind MYC promoter,162,cancer
R-HSA-4396393,NOTCH1 PEST domain mutants bind MYC promoter,715,T-cell leukemia
R-HSA-2220971,CDK8 phosphorylates NICD1 PEST domain mutants ,162,cancer
R-HSA-2220971,CDK8 phosphorylates NICD1 PEST domain mutants ,715,T-cell leukemia
R-HSA-2768993,NOTCH1 PEST domain mutants bind JAG2,162,cancer
R-HSA-2768993,NOTCH1 PEST domain mutants bind JAG2,715,T-cell leukemia
R-HSA-4396392,NOTCH1 PEST domain mutants bind HES1 promoter,162,cancer
R-HSA-4396392,NOTCH1 PEST domain mutants bind HES1 promoter,715,T-cell leukemia
R-HSA-2768999,NOTCH1 PEST domain mutants bind JAG1,162,cancer
R-HSA-2768999,NOTCH1 PEST domain mutants bind JAG1,715,T-cell leukemia
R-HSA-2220944,ADAM10/17 cleaves ligand-bound NOTCH1 PEST domain mutants to produce NEXT1 PEST domain mutants,162,cancer
R-HSA-2220944,ADAM10/17 cleaves ligand-bound NOTCH1 PEST domain mutants to produce NEXT1 PEST domain mutants,715,T-cell leukemia
R-HSA-4396402,NOTCH1 PEST domain mutants bind promoters of HEY genes,162,cancer
R-HSA-4396402,NOTCH1 PEST domain mutants bind promoters of HEY genes,715,T-cell leukemia
R-HSA-2220979,NOTCH1 PEST domain mutants stimulate HES1 transcription,162,cancer
R-HSA-2220979,NOTCH1 PEST domain mutants stimulate HES1 transcription,715,T-cell leukemia
R-HSA-4396401,NOTCH1 PEST domain mutants bind HES5 promoter,162,cancer
R-HSA-4396401,NOTCH1 PEST domain mutants bind HES5 promoter,715,T-cell leukemia
R-HSA-2220981,NOTCH1 PEST domain mutants stimulate HEY transcription,162,cancer
R-HSA-2220981,NOTCH1 PEST domain mutants stimulate HEY transcription,715,T-cell leukemia
R-HSA-2220982,NICD1 PEST domain mutants displace co-repressor complex from RBPJ (CSL),162,cancer
R-HSA-2220982,NICD1 PEST domain mutants displace co-repressor complex from RBPJ (CSL),715,T-cell leukemia
R-HSA-2220985,NOTCH1 PEST domain mutants stimulate MYC transcription,162,cancer
R-HSA-2220985,NOTCH1 PEST domain mutants stimulate MYC transcription,715,T-cell leukemia
R-HSA-2769008,NOTCH1 PEST domain mutants bind DLL1 ,162,cancer
R-HSA-2769008,NOTCH1 PEST domain mutants bind DLL1 ,715,T-cell leukemia
R-HSA-2220957,NOTCH1 PEST domain mutants coactivator complex binds CDK8:CCNC,162,cancer
R-HSA-2220957,NOTCH1 PEST domain mutants coactivator complex binds CDK8:CCNC,715,T-cell leukemia
R-HSA-2220988,NEXT1 PEST domain mutants are cleaved to produce NICD1 PEST domain mutants,162,cancer
R-HSA-2220988,NEXT1 PEST domain mutants are cleaved to produce NICD1 PEST domain mutants,715,T-cell leukemia
R-HSA-2769015,NICD1 PEST domain mutants translocate from cytosol to nucleus,162,cancer
R-HSA-2769015,NICD1 PEST domain mutants translocate from cytosol to nucleus,715,T-cell leukemia
R-HSA-2220978,FBXW7 WD mutants do not bind NICD1,162,cancer
R-HSA-2220978,FBXW7 WD mutants do not bind NICD1,715,T-cell leukemia
R-HSA-2900748,NOTCH1 HD+PEST domain mutants bind DLL1,162,cancer
R-HSA-2900748,NOTCH1 HD+PEST domain mutants bind DLL1,715,T-cell leukemia
R-HSA-2900747,NOTCH1 HD+PEST domain mutants bind DLL4,162,cancer
R-HSA-2900747,NOTCH1 HD+PEST domain mutants bind DLL4,715,T-cell leukemia
R-HSA-2900743,NOTCH1 HD+PEST domain mutants bind JAG1,162,cancer
R-HSA-2900743,NOTCH1 HD+PEST domain mutants bind JAG1,715,T-cell leukemia
R-HSA-2900765,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 HD+PEST domain mutants,162,cancer
R-HSA-2900765,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 HD+PEST domain mutants,715,T-cell leukemia
R-HSA-2220976,NOTCH1 HD+PEST domain mutants are cleaved by ADAM10/17 irrespective of ligand binding,162,cancer
R-HSA-2220976,NOTCH1 HD+PEST domain mutants are cleaved by ADAM10/17 irrespective of ligand binding,715,T-cell leukemia
R-HSA-2900756,NOTCH1 HD+PEST domain mutants bind JAG2,162,cancer
R-HSA-2900756,NOTCH1 HD+PEST domain mutants bind JAG2,715,T-cell leukemia
R-HSA-2691211,NOTCH1 HD domain mutants bind DLL4,162,cancer
R-HSA-2691211,NOTCH1 HD domain mutants bind DLL4,715,T-cell leukemia
R-HSA-2691226,NOTCH1 HD domain mutants bind JAG1,162,cancer
R-HSA-2691226,NOTCH1 HD domain mutants bind JAG1,715,T-cell leukemia
R-HSA-2691214,NOTCH1 HD domain mutants bind JAG2,162,cancer
R-HSA-2691214,NOTCH1 HD domain mutants bind JAG2,715,T-cell leukemia
R-HSA-2737728,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 HD domain mutants,162,cancer
R-HSA-2737728,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 HD domain mutants,715,T-cell leukemia
R-HSA-2730752,NOTCH1 HD domain mutants are cleaved to produce NEXT1 irrespective of ligand binding,162,cancer
R-HSA-2730752,NOTCH1 HD domain mutants are cleaved to produce NEXT1 irrespective of ligand binding,715,T-cell leukemia
R-HSA-2691219,NOTCH1 HD domain mutants bind DLL1,162,cancer
R-HSA-2691219,NOTCH1 HD domain mutants bind DLL1,715,T-cell leukemia
R-HSA-9665699,Phosphorylated heterodimers of ERBB2 TMD/JMD mutants recruit GRB2:SOS1 through SHC1,162,cancer
R-HSA-9665698,Phosphorylated heterodimers of ERBB2 TMD/JMD mutants and EGFR bind GRB2:SOS1,162,cancer
R-HSA-9665697,ERBB2 TMD/JMD mutants hetrodimerize,162,cancer
R-HSA-9665696,ERBB2 TMD/JMD mutants bind trastuzumab,162,cancer
R-HSA-9665703,ERBB2 TMD/JMD mutants bind pertuzumab,162,cancer
R-HSA-9665702,ERBB2 TMD/JMD mutants bind TKIs,162,cancer
R-HSA-9665701,Phosphorylated ERBB2 TMD/JMD heterodimers bind SHC1,162,cancer
R-HSA-9665700,RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 TMD/JMD mutants,162,cancer
R-HSA-9665707,RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 TMD/JMD mutants and EGFR,162,cancer
R-HSA-9665706,Phosphorylated heterodimers of ERBB2 TMD/JMD mutants and EGFR bind PLCG1,162,cancer
R-HSA-9665705,Phosphorylated heterodimers of ERBB2 TMD/JMD mutants phosphorylate SHC1,162,cancer
R-HSA-9665704,Phosphorylated heterodimers of ERBB2 TMD/JMD mutants and EGFR phosphorylate PLCG1,162,cancer
R-HSA-9665709,ERBB2 TMD/JMD heterodimers trans-autophosphorylate,162,cancer
R-HSA-9664940,PI3K bound to phosphorylated heterodimers of ERBB2 KD mutants and EGFR converts PIP2 to PIP3,162,cancer
R-HSA-9664588,ERBB2 KD mutants trans-autophosphorylate,162,cancer
R-HSA-9665032,Phosphorylated heterodimers of ERBB2 KD mutants and EGFR phosphorylate PLCG1,162,cancer
R-HSA-9665000,Phosphorylated heterodimers of ERBB2 KD mutants and EGFR bind GRB2:SOS1,162,cancer
R-HSA-9665034,Phosphorylated heterodimers of ERBB2 KD mutants and EGFR bind PLCG1,162,cancer
R-HSA-9664933,"Phosphorylated heterodimers of ERBB2 KD mutants and EGFR, in complex with GRB2:GAB1, bind PI3K",162,cancer
R-HSA-9664646,Phosphorylated heterodimers of ERBB2 KD mutants and ERBB3 bind PI3K,162,cancer
R-HSA-9665121,ERBB2 KD mutants bind TKIs,162,cancer
R-HSA-9664991,RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 KD mutants,162,cancer
R-HSA-9664664,PI3K bound to phosphorylated heterodimers of ERBB2 KD mutants and ERBB3 converts PIP2 to PIP3,162,cancer
R-HSA-9664950,Phosphorylated heterodimers of ERBB2 KD mutants bind SHC1,162,cancer
R-HSA-9664918,Phosphorylated heterodimers of ERBB2 KD mutants and EGFR bind GRB2:GAB1,162,cancer
R-HSA-9664983,Phosphorylated heterodimers of ERBB2 KD mutants recruit GRB2:SOS1 through SHC1,162,cancer
R-HSA-9664567,ERBB2 KD mutants heterodimerize,162,cancer
R-HSA-9664976,Phosphorylated heterodimers of ERBB2 KD mutants phosphorylate SHC1,162,cancer
R-HSA-9649393,ERBB2 KD mutants bind trastuzumab,162,cancer
R-HSA-9665009,RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 KD mutants and EGFR,162,cancer
R-HSA-9665407,PI3K bound to phosphorylated heterodimers of ERBB2 ECD mutants and EGFR converts PIP2 to PIP3,162,cancer
R-HSA-9665406,Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR phosphorylate SHC1,162,cancer
R-HSA-9665405,ERBB2 ECD mutants bind trastuzumab,162,cancer
R-HSA-9665404,RAS guanyl nucleotide exchange mediated by the p-6Y- ERBB2 ECD mutants:EGF:p-6Y-EGFR:p-SHC1:GRB2:SOS1,162,cancer
R-HSA-9665411,Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR phosphorylate PLCG1,162,cancer
R-HSA-9665410,Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR bind PLCG1,162,cancer
R-HSA-9665409,GRB2:SOS1 binds to phosphorylated heterodimers of ERBB2 ECD mutants and EGFR,162,cancer
R-HSA-9665408,RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 ECD mutants and EGFR through GRB2,162,cancer
R-HSA-9665415,"Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR, in complex with GRB2:GAB1, bind PI3K",162,cancer
R-HSA-9665413,Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR recruit GRB2:SOS1 through SHC1 ,162,cancer
R-HSA-9665412,ERBB2 ECD mutants bind TKIs,162,cancer
R-HSA-9665417,Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR bind GRB2:GAB1,162,cancer
R-HSA-9665416,Phosphorylated heterodimers of ERBB2 ECD mutants and EGFR bind SHC1,162,cancer
R-HSA-9665389,Heterodimers of ERBB2 ECD mutants and EGFR trans-autophosphorylate,162,cancer
R-HSA-9665388,ERBB2 ECD mutants heterodimerize with EGFR,162,cancer
R-HSA-9665708,ERBB2 TMD/JMD mutants do not bind pertuzumab,162,cancer
R-HSA-9665284,Resistant ERBB2 KD mutants do not bind lapatinib,162,cancer
R-HSA-9665278,Resistant ERBB2 KD mutants do not bind AEE788,162,cancer
R-HSA-9665232,Resistant ERBB2 KD mutants do not bind trastuzumab,162,cancer
R-HSA-9665311,ERBB2 T798M does not bind afatinib,162,cancer
R-HSA-9665280,ERBB2 KD mutants do not bind osimertinib,162,cancer
R-HSA-9665286,Resistant ERBB2 KD mutants do not bind neratinib,162,cancer
R-HSA-9665315,ERBB2 T733I does not bind tesevatinib,162,cancer
R-HSA-9665304,ERBB2 T862A does not bind sapitinib,162,cancer
R-HSA-9634402,Recruitment of GRB2:SOS1 to p-SHC1 in complex with phosphorylated ERBB2 homodimer,162,cancer
R-HSA-9634418,RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and ERBB2 homodimer:p-SHC1,162,cancer
R-HSA-9634391,SHC1 binds phosphorylated ERBB2 homodimer,162,cancer
R-HSA-1248694,Trans-autophosphorylation of ERBB2 homodimer,162,cancer
R-HSA-9634390,ERBB2 homodimer phosphorylates SHC1,162,cancer
R-HSA-9652277,ERBB2 binds trastuzumab,162,cancer
R-HSA-1227964,ERBB2 homodimerization,162,cancer
R-HSA-1218833,Binding of ligand-responsive EGFR mutants to chaperoning proteins HSP90 and CDC37,162,cancer
R-HSA-1225947,Binding of SHC1 to p-6Y-EGFR mutants,162,cancer
R-HSA-1225950,Binding of GRB2:SOS1 complex to phosphorylated ligand-responsive EGFR mutants,162,cancer
R-HSA-1226014,Conversion of PIP2 to PIP3 by PI3K bound to ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1225951,SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with ligand-responsive p-6Y-EGFR mutants),162,cancer
R-HSA-1226012,Binding of PI3K to complex of GRB2:GAB1 and ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1225949,Binding of CBL to ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1220610,Non-covalent tyrosine kinase inhibitors bind and inactivate sensitive ligand-responsive EGFR cancer mutants,162,cancer
R-HSA-1247842,Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1220611,Covalent tyrosine kinase inhibitors bind and inactivate EGFR kinase domain mutant dimers resistant to non-covalent tyrosine kinase inhibitors,162,cancer
R-HSA-1225952,Phosphorylation of SHC1 by ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1226016,Binding of GRB2:GAB1 complex to ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1247841,PLCG1 binds to ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1220614,Spontaneous dimerization of ligand-responsive EGFR mutants,162,cancer
R-HSA-1220612,Binding of EGF to ligand-responsive EGFR mutants,162,cancer
R-HSA-1225956,Inefficient ubiquitination of ligand-responsive p-6Y-EGFR mutants by p-Y371-CBL,162,cancer
R-HSA-1220613,EGF-induced dimerization of ligand-responsive EGFR mutants,162,cancer
R-HSA-1225957,SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with phosphorylated SHC1 and ligand-responsive p-6Y-EGFR mutants),162,cancer
R-HSA-1247844,Phosphorylation of PLCG1 by ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1225960,Phosphorylation of CBL by ligand-responsive p-6Y-EGFR mutants,162,cancer
R-HSA-1218824,HSP90 is inactivated by binding to benzaquinoid ansamycins,162,cancer
R-HSA-1225961,Phosphorylated SHC1 in complex with ligand-responsive p-6Y-EGFR mutants recruits GRB2:SOS1 complex,162,cancer
R-HSA-1169421,Trans-autophosphorylation of activated ligand-responsive EGFR mutant dimers,162,cancer
R-HSA-5637808,SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with phosphorylated SHC1 and p-EGFRvIII),162,cancer
R-HSA-1247999,EGFRvIII mutant binds chaperone proteins HSP90 and CDC37.,162,cancer
R-HSA-5638137,EGFRvIII cancer variant does not bind EGF ligand,162,cancer
R-HSA-5637766,Binding of SHC1 to p-5Y-EGFRvIII,162,cancer
R-HSA-5637798,Phosphorylated SHC1 in complex with p-5Y-EGFRvIII recruits GRB2:SOS1 complex,162,cancer
R-HSA-1248002,Ligand-independent dimerization of EGFRvIII mutant,162,cancer
R-HSA-5637796,Phosphorylation of SHC1 by p-5Y-EGFRvIII,162,cancer
R-HSA-5637764,Binding of GRB2:GAB1 complex to p-EGFRvIII mutant,162,cancer
R-HSA-5637765,Binding of PI3K to complex of GRB2:GAB1 and p-EGFRvIII,162,cancer
R-HSA-5637794,EGFRvIII does not bind CBL,162,cancer
R-HSA-5637795,Phosphorylation of PLC-gamma 1 by p-EGFRvIII mutant,162,cancer
R-HSA-5637792,PLC-gamma 1 binds to p-EGFRvIII mutant,162,cancer
R-HSA-5637806,SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with p-EGFRvIII),162,cancer
R-HSA-1248655,Trans-autophosphorylation of EGFRvIII mutant dimers,162,cancer
R-HSA-5637770,Binding of GRB2:SOS1 complex to phosphorylated EGFRvIII,162,cancer
R-HSA-5637800,Dissociation of phosphorylated PLC-gamma 1 from p-EGFRvIII mutant,162,cancer
R-HSA-5637801,Conversion of PIP2 to PIP3 by PI3K bound to phosphorylated EGFRvIII,162,cancer
R-HSA-1248677,Inactivation of over-expressed wild type EGFR by Cetuximab recombinant antibody,162,cancer
R-HSA-1248677,Inactivation of over-expressed wild type EGFR by Cetuximab recombinant antibody,5520,head and neck squamous cell carcinoma
R-HSA-1248677,Inactivation of over-expressed wild type EGFR by Cetuximab recombinant antibody,5672,large intestine cancer
R-HSA-1225978,Covalent tyrosine kinase inhibitors bind and inhibit wild-type EGF:EGFR dimers,162,cancer
R-HSA-2317387,PTEN cancer mutants do not dephosphorylate PIP3,162,cancer
R-HSA-2243938,AKT1 E17K mutant is phosphorylated by TORC2 complex,2394,ovarian cancer
R-HSA-2243938,AKT1 E17K mutant is phosphorylated by TORC2 complex,162,cancer
R-HSA-2243938,AKT1 E17K mutant is phosphorylated by TORC2 complex,1612,breast cancer
R-HSA-2243938,AKT1 E17K mutant is phosphorylated by TORC2 complex,5672,large intestine cancer
R-HSA-2399941,AKT1 E17K mutant phosphorylates BAD,162,cancer
R-HSA-2243937,PIP2-bound p-S473-AKT1 mutant binds PIP2-bound PDPK1,2394,ovarian cancer
R-HSA-2243937,PIP2-bound p-S473-AKT1 mutant binds PIP2-bound PDPK1,162,cancer
R-HSA-2243937,PIP2-bound p-S473-AKT1 mutant binds PIP2-bound PDPK1,1612,breast cancer
R-HSA-2243937,PIP2-bound p-S473-AKT1 mutant binds PIP2-bound PDPK1,5672,large intestine cancer
R-HSA-2243942,PDPK1 phosphorylates AKT1 E17K mutant,2394,ovarian cancer
R-HSA-2243942,PDPK1 phosphorylates AKT1 E17K mutant,162,cancer
R-HSA-2243942,PDPK1 phosphorylates AKT1 E17K mutant,1612,breast cancer
R-HSA-2243942,PDPK1 phosphorylates AKT1 E17K mutant,5672,large intestine cancer
R-HSA-2399969,AKT1 E17K mutant phosphorylates p21Cip1 and p27Kip1,162,cancer
R-HSA-2400001,AKT1 E17K mutant phosphorylates CHUK (IKKalpha),162,cancer
R-HSA-2399981,AKT1 E17K mutant phosphorylates MDM2,162,cancer
R-HSA-2399982,"AKT1 E17K mutant phosphorylates TSC2, inhibiting it",162,cancer
R-HSA-2399977,AKT1 E17K mutant phosphorylates AKT1S1 (PRAS40),162,cancer
R-HSA-2400010,AKT inhibitors block AKT membrane recruitment,162,cancer
R-HSA-2399988,AKT1 E17K mutant phosphorylates NR4A1 (NUR77),162,cancer
R-HSA-2219536,AKT1 E17K mutant binds PIP2,2394,ovarian cancer
R-HSA-2219536,AKT1 E17K mutant binds PIP2,162,cancer
R-HSA-2219536,AKT1 E17K mutant binds PIP2,1612,breast cancer
R-HSA-2219536,AKT1 E17K mutant binds PIP2,5672,large intestine cancer
R-HSA-2399985,AKT1 E17K mutant phosphorylates caspase-9,162,cancer
R-HSA-2399996,AKT1 E17K mutant phosphorylates CREB1,162,cancer
R-HSA-2399997,AKT1 E17K mutant translocates to the nucleus,162,cancer
R-HSA-2399966,AKT1 E17K mutant phosphorylates GSK3,162,cancer
R-HSA-2399999,AKT1 E17K mutant phosphorylates RSK,162,cancer
R-HSA-2399992,AKT1 E17K mutant phosphorylates forkhead box transcription factors,162,cancer
R-HSA-2394007,PI3K gain of function mutants phosphorylate PIP2 to PIP3,162,cancer
R-HSA-2400009,PI3K inhibitors block PI3K catalytic activity,162,cancer
R-HSA-9651280,RAS GAP mutants aren't stimulated by GAPs,0060233,cardiofaciocutaneous syndrome
R-HSA-9651280,RAS GAP mutants aren't stimulated by GAPs,162,cancer
R-HSA-6802834,RAS GTPase mutants don't hydrolyze GTP,162,cancer
R-HSA-6803233,Dissociation of oncogenic RAS:RAF complex,162,cancer
R-HSA-6803233,Dissociation of oncogenic RAS:RAF complex,3490,Noonan syndrome
R-HSA-6802926,Mutant RAS:p-RAF complexes phosphorylate MAP2Ks,162,cancer
R-HSA-6802925,Mutant RAS:p-RAF complexes bind MAP2Ks and MAPKs,162,cancer
R-HSA-6802908,RAS mutants bind inactive RAF,162,cancer
R-HSA-6802924,RAF is phosphorylated downstream of oncogenic RAS ,162,cancer
R-HSA-6802922,Activated MAP2Ks phosphorylate MAPKs downstream of oncogenic RAS,162,cancer
R-HSA-6803240,Homo- or heterodimerization of RAF downstream of mutant RAS,162,cancer
R-HSA-6803240,Homo- or heterodimerization of RAF downstream of mutant RAS,3490,Noonan syndrome
R-HSA-9652816,Constitutively active MAPK1 mutants are not dephosphorylated by DUSPs,162,cancer
R-HSA-6802930,Dimerization of BRAF V600E splice variants contributes to BRAF inhibitor resistance,162,cancer
R-HSA-6802912,High kinase activity BRAF mutants bind MAP2Ks and MAPKs,0060233,cardiofaciocutaneous syndrome
R-HSA-6802912,High kinase activity BRAF mutants bind MAP2Ks and MAPKs,162,cancer
R-HSA-6802911,High kinase activity BRAF complexes phosphorylate MAP2Ks,162,cancer
R-HSA-6802910,Activated MAP2Ks phosphorylate MAPKs downstream of high kinase activity BRAF mutants,162,cancer
R-HSA-6803227,Dissociation of high activity BRAF complexes,0060233,cardiofaciocutaneous syndrome
R-HSA-6803227,Dissociation of high activity BRAF complexes,162,cancer
