PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Triglyceride catabolism,triacylglycerol + H2O -> diacylglycerol + fatty acid,R-HSA-163551,"[H2O [cytosol],TAG [lipid droplet]]","[LCFA(-) [cytosol],DAG [lipid droplet]]","[phosphorylated HSL dimer:FABP4 complex [lipid droplet],FABP4 [lipid droplet],phosphorylated HSL dimer [lipid droplet],p-S649,S650-LIPE [lipid droplet]]"
Complex I biogenesis,Intermediate 1 binds HP subcomplex to form Intermediate 2,R-HSA-6799178,"[HP subcomplex [mitochondrial inner membrane],Intermediate 1 [mitochondrial inner membrane]]",[Intermediate 2 [mitochondrial inner membrane]],[]
Acyl chain remodeling of DAG and TAG,DAG is acylated to TAG by DGAT1/2,R-HSA-1482889,"[acyl-CoA [cytosol],DAG [endoplasmic reticulum membrane]]","[TAG [endoplasmic reticulum membrane],CoA-SH [cytosol]]","[DGAT1/2 [endoplasmic reticulum membrane],DGAT2 [endoplasmic reticulum membrane],DGAT1 tetramer [endoplasmic reticulum membrane],DGAT1 [endoplasmic reticulum membrane]]"
Synthesis of 15-eicosatetraenoic acid derivatives,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,R-HSA-2161789,"[NAD(P)+ [cytosol],15S-HETE [cytosol]]","[H+ [cytosol],15-oxoETE [cytosol],NAD(P)H [cytosol]]",[15-HEDH [cytosol]]
Synthesis of Ketone Bodies,BDH2 dehydrogenates 3HBA,R-HSA-5696457,"[3HBA [cytosol],NAD+ [cytosol]]","[H+ [cytosol],ACA [cytosol],NADH [cytosol]]","[BDH2 tetramer [cytosol],BDH2 [cytosol]]"
Proline catabolism,PRODH2 oxidises HPRO to 1PYR-5COOH,R-HSA-8955817,"[FAD [mitochondrial inner membrane],HPRO [mitochondrial matrix]]","[1PYR-5COOH [mitochondrial matrix],FADH2 [mitochondrial inner membrane],H2O [mitochondrial matrix]]",[PRODH2 [mitochondrial inner membrane]]
Interconversion of nucleotide di- and triphosphates,"dUMP + N5,N10-methylene tetrahydrofolate => TMP + dihydrofolate",R-HSA-73605,"[THF [cytosol],dUMP [cytosol]]","[TMP [cytosol],DHF [cytosol]]","[TS dimer [cytosol],Mg2+ [cytosol],TYMS [cytosol]]"
Phosphate bond hydrolysis by NTPDase proteins,NTPDase8 hydrolyzes nucleoside triphosphates,R-HSA-8851538,"[H2O [extracellular region],NTP [extracellular region]]","[NDP [extracellular region],Pi [extracellular region]]","[NTPDase8:Ca2+,Mg2+ [plasma membrane],ENTPD8 [plasma membrane],Ca2+,Mg2+ [extracellular region],Mg2+ [extracellular region],Ca2+ [extracellular region]]"
Aspartate and asparagine metabolism,NAA translocates from mitochondrial matrix to cytosol,R-HSA-8954513,[NAA [mitochondrial matrix]],[NAA [cytosol]],[]
Gluconeogenesis,G6PC hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (liver),R-HSA-71825,"[H2O [endoplasmic reticulum lumen],G6P [endoplasmic reticulum lumen]]","[Pi [endoplasmic reticulum lumen],Glc [endoplasmic reticulum lumen]]",[G6PC [endoplasmic reticulum membrane]]
Synthesis of 15-eicosatetraenoic acid derivatives,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,R-HSA-2161791,"[15S-HpETE [cytosol],GSH [cytosol]]","[H2O [cytosol],15S-HETE [cytosol],GSSG [cytosol]]","[GPX1/2/4 [cytosol],GPX4(?-197) [cytosol],GPX1 tetramer [cytosol],L-selenocysteine residue-GPX1 [cytosol],GPX2 tetramer [cytosol],GPX2 [cytosol]]"
Heme biosynthesis,HMBL spontaneously transforms to URO1,R-HSA-190168,[HMBL [cytosol]],"[URO1 [cytosol],H2O [cytosol]]",[]
Cholesterol biosynthesis via lathosterol,DHCR24 reduces ZYMOL to ZYMSTNL,R-HSA-6807064,"[H+ [cytosol],NADPH [cytosol],ZYMOL [endoplasmic reticulum membrane]]","[ZYMSTNL [endoplasmic reticulum membrane],NADP+ [cytosol]]",[DHCR24 [endoplasmic reticulum membrane]]
Multifunctional anion exchangers,"SLC26A1,2 cotransport SO4(2-), H+ from extracellular region to cytosol",R-HSA-427555,"[H+ [extracellular region],SO4(2-) [extracellular region]]","[H+ [cytosol],SO4(2-) [cytosol]]","[SLC26A1,2 [plasma membrane],SLC26A2 [plasma membrane],SLC26A1 [plasma membrane]]"
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,"Cholest-5-ene-3beta,7alpha,27-triol is oxidized and isomerized to 4-cholesten-7alpha,27-diol-3-one",R-HSA-193816,"[NAD+ [cytosol],Cholest-5-ene-3beta,7alpha,27-triol [endoplasmic reticulum membrane]]","[H+ [cytosol],4CHOL7a,27DONE [endoplasmic reticulum membrane],NADH [cytosol]]",[HSD3B7 [endoplasmic reticulum membrane]]
Activation of gene expression by SREBF (SREBP),"Expression of Acyl-CoA Desaturase (Stearoyl CoA Desaturase, SCD)",R-HSA-1655849,[SCD gene [nucleoplasm]],[SCD [endoplasmic reticulum membrane]],"[SREBP1A,1C:SCD gene [nucleoplasm],SCD gene [nucleoplasm],SREBP1A,1C dimer [nucleoplasm],SREBF1A,C [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF1-3 [nucleoplasm]]"
Heme biosynthesis,COX10 transforms heme to heme O,R-HSA-2995330,"[heme [mitochondrial matrix],FPP [mitochondrial matrix],H2O [mitochondrial matrix]]","[heme O [mitochondrial matrix],PPi [mitochondrial matrix]]",[COX10(?-443) [mitochondrial inner membrane]]
Glycosphingolipid metabolism,"SUMF1 mediates the oxidation of cysteine to formylglycine, producing active arylsulfatases",R-HSA-1614362,"[NAD+ [endoplasmic reticulum lumen],ARS [endoplasmic reticulum lumen]]","[active ARS [endoplasmic reticulum lumen],H2S [endoplasmic reticulum lumen],NADH [endoplasmic reticulum lumen]]","[SUMF1 [endoplasmic reticulum lumen],SUMF2 [endoplasmic reticulum lumen]]"
Vitamin B1 (thiamin) metabolism,2xTPK1:Mg2+ phosphorylates THMN,R-HSA-196761,"[ATP [cytosol],THMN [cytosol]]","[ThDP [cytosol],AMP [cytosol]]","[2xTPK1:Mg2+ [cytosol],Mg2+ [cytosol],TPK1 [cytosol]]"
"Synthesis of IP2, IP, and Ins in the cytosol",I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855210,"[H2O [cytosol],I3P [cytosol]]","[Pi [cytosol],Ins [cytosol]]","[IMPA1/2 [cytosol],IMPA2 dimer [cytosol],IMPA2:Mg2+ [cytosol],IMPA2 [cytosol],Mg2+ [cytosol],IMPA1 dimer [cytosol],IMPA1:Mg2+ [cytosol],IMPA1 [cytosol]]"
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,"25(S) THCA-CoA is dehydrogenated to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA (THCA-CoA)",R-HSA-192335,"[O2 [peroxisomal matrix],25(S) THCA-CoA [peroxisomal matrix]]","[H2O2 [peroxisomal matrix],THCA-CoA [peroxisomal matrix]]","[ACOX2:FAD [peroxisomal matrix],ACOX2 [peroxisomal matrix],FAD [peroxisomal matrix]]"
ABO blood group biosynthesis,sABO-B:Mn2+ transfers Gal to H antigen-sec to form B antigen,R-HSA-9034053,"[H antigen-sec [extracellular region],UDP-Gal [extracellular region]]","[UDP [extracellular region],B antigen-sec [extracellular region]]","[sABO-B:Mn2+ [extracellular region],sABO-B [extracellular region],Mn2+ [extracellular region]]"
Arachidonic acid metabolism,FAAH hydrolyses AEA to AA and ETA,R-HSA-5693742,"[H2O [cytosol],AEA [cytosol]]","[ETA [cytosol],AA [cytosol]]",[FAAH [endoplasmic reticulum membrane]]
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,"5-oxo-EPA, 15d-PGJ3 translocate from cytosol to extracellular region",R-HSA-9032327,"[15d-PGJ3 [cytosol],5-oxo-EPA [cytosol]]","[5-oxo-EPA [extracellular region],15d-PGJ3 [extracellular region]]",[]
Phosphate bond hydrolysis by NTPDase proteins,NTPDase6 hydrolyzes nucleoside diphosphates,R-HSA-8851396,"[H2O [extracellular region],CDP,GDP,IDP,UDP [extracellular region]]","[Pi [extracellular region],CMP,GMP,IMP,UMP [extracellular region]]","[NTPDase6:Ca2+,Mg2+ [extracellular region],Ca2+,Mg2+ [extracellular region],Mg2+ [extracellular region],Ca2+ [extracellular region],ENTPD6 (77-484) [extracellular region]]"
"Transport of bile salts and organic acids, metal ions and amine compounds",Cho transports from the extracellular space to the cytosol,R-HSA-444433,[Cho [extracellular region]],[Cho [cytosol]],"[CTL1-5 [plasma membrane],SLC44A2 [plasma membrane],SLC44A4 [plasma membrane],SLC44A3 [plasma membrane],SLC44A5 [plasma membrane],SLC44A1 [plasma membrane]]"
Choline catabolism,SLC44A1 transports Cho from cytosol to mitochondrial matrix,R-HSA-6797956,[Cho [cytosol]],[Cho [mitochondrial matrix]],[SLC44A1 [mitochondrial outer membrane]]
Lipid particle organization,HSD17B13 binds lipid droplets,R-HSA-8862380,"[HSD17B13 [cytosol],lipid droplet [lipid droplet]]",[HSD17B13:lipid droplet [lipid droplet]],[]
"Cobalamin (Cbl, vitamin B12) transport and metabolism",MMACHC reduces Cbl,R-HSA-3095889,"[Cbl [cytosol],H+ [cytosol],MMACHC [cytosol],NADPH [cytosol]]","[NADP+ [cytosol],MMACHC:cob(II)alamin [cytosol]]",[MMACHC [cytosol]]
Estrogen biosynthesis,AKR1B15 reduces EST17b to E1,R-HSA-5696822,"[NADP+ [mitochondrial matrix],EST17b [mitochondrial matrix]]","[H+ [mitochondrial matrix],E1 [mitochondrial matrix],NADPH [mitochondrial matrix]]",[AKR1B15 [mitochondrial matrix]]
Astrocytic Glutamate-Glutamine Uptake And Metabolism,glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],R-HSA-70606,"[L-Glu [cytosol],ATP [cytosol],NH4+ [cytosol]]","[Pi [cytosol],ADP [cytosol],L-Gln [cytosol]]","[GLUL decamer [cytosol],GLUL [cytosol]]"
CS/DS degradation,ARSB hydrolyses C4S/C6S chains,R-HSA-1793207,"[C4S/C6S chains [lysosomal lumen],H2O [lysosomal lumen]]","[Chondroitin chain [lysosomal lumen],SO4(2-) [lysosomal lumen]]","[ARSB:Ca2+ [lysosomal lumen],Ca2+ [lysosomal lumen],OxA-ARSB [lysosomal lumen]]"
Glutathione synthesis and recycling,"CHAC1,2 cleaves GSH to OPRO and CysGly",R-HSA-6785928,[GSH [cytosol]],"[OPRO [cytosol],CysGly [cytosol]]","[CHAC1,2 [cytosol],CHAC2 [cytosol],CHAC1 [cytosol]]"
Choline catabolism,BET translocates from mitochondrial matrix to cytosol,R-HSA-6797957,[BET [mitochondrial matrix]],[BET [cytosol]],[]
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,"Thiolysis of 3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-one-CoA yields choloyl-CoA (3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-one-CoA) and propionyl CoA",R-HSA-192341,"[CoA-SH [peroxisomal matrix],3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-one-CoA [peroxisomal matrix]]","[propionyl CoA [peroxisomal matrix],choloyl-CoA [peroxisomal matrix]]",[SCP2-1 [peroxisomal matrix]]
Purine salvage,(2'-deoxy)adenosine + ATP => (d)AMP + ADP (ADK),R-HSA-109624,"[Ade-Rib, dA [cytosol],ATP [cytosol]]","[(d)AMP [cytosol],ADP [cytosol]]","[ADK [cytosol],Mg2+ [cytosol]]"
Acetylcholine regulates insulin secretion,Gq alpha:G beta:G gamma dissociates to Gq alpha:GTP and G beta:G gamma,R-HSA-400027,"[G-alpha(q)11,14,15,Q:G-beta:G-gamma [plasma membrane]]","[G-beta:G-gamma [plasma membrane],G-alpha(q) 11,14,15,Q:GTP [plasma membrane]]",[]
Synthesis of Lipoxins (LX),15k-LXA4 is reduced to dhk-LXA4 by PTGR1,R-HSA-2161844,"[H+ [cytosol],15k-LXA4 [cytosol],NADPH [cytosol]]","[NADP+ [cytosol],dhk-LXA4 [cytosol]]",[PTGR1 [cytosol]]
Citric acid cycle (TCA cycle),ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,R-HSA-70997,"[SUCC-CoA [mitochondrial matrix],Pi [mitochondrial matrix],ADP [mitochondrial matrix]]","[CoA-SH [mitochondrial matrix],ATP [mitochondrial matrix],SUCCA [mitochondrial matrix]]","[SUCLA2:SUCLG1 [mitochondrial matrix],SUCLA2 [mitochondrial matrix],SUCLG1 [mitochondrial matrix]]"
Nicotinate metabolism,NADSYN1 hexamer amidates NAAD to NAD+,R-HSA-197271,"[H2O [cytosol],NAAD [cytosol],ATP [cytosol],L-Gln [cytosol]]","[PPi [cytosol],L-Glu [cytosol],AMP [cytosol],NAD+ [cytosol]]","[NADSYN1 hexamer [cytosol],NADSYN1 [cytosol]]"
Cholesterol biosynthesis via desmosterol,"Zymosterol is isomerized to cholesta-7,24-dien-3beta-ol",R-HSA-195690,[ZYMOL [endoplasmic reticulum membrane]],[CHdOL [endoplasmic reticulum membrane]],[EBP [endoplasmic reticulum membrane]]
Biosynthesis of E-series 18(S)-resolvins,"LTA4H:Zn2+ hydrolyses 5S,6S-epoxy-18(S)-HEPE to 18(S)-RvE1",R-HSA-9018862,"[H2O [cytosol],5S,6S-epoxy-18(S)-HEPE [cytosol]]",[18(S)-RvE1 [cytosol]],"[LTA4H:Zn2+ [cytosol],LTA4H [cytosol],Zn2+ [cytosol]]"
Miscellaneous substrates,CYP2W1 oxidises INDOL,R-HSA-211968,"[O2 [endoplasmic reticulum lumen],H+ [endoplasmic reticulum lumen],NADPH [endoplasmic reticulum lumen],INDOL [endoplasmic reticulum lumen]]","[H2O [endoplasmic reticulum lumen],NADP+ [endoplasmic reticulum lumen],Oxindole [endoplasmic reticulum lumen]]","[Cytochrome P450 (CYP2W1 based) [endoplasmic reticulum membrane],CYP2D6 [endoplasmic reticulum membrane],CYP2W1 [endoplasmic reticulum membrane]]"
Purine ribonucleoside monophosphate biosynthesis,5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,R-HSA-73814,"[PRA [cytosol],ATP [cytosol],Gly [cytosol]]","[Pi [cytosol],PRGA [cytosol],ADP [cytosol]]",[GART [cytosol]]
Serine biosynthesis,PHGHD tetramer dehydrogenates 3PG,R-HSA-977348,"[NAD+ [cytosol],3PG [cytosol]]","[3POPA [cytosol],H+ [cytosol],NADH [cytosol]]","[PHGHD tetramer [cytosol],PHGDH [cytosol]]"
Acyl chain remodelling of PI,PI is hydrolyzed to 1-acyl LPI by PLA2[15],R-HSA-1602377,"[H2O [extracellular region],PI [plasma membrane]]","[1-acyl LPI [plasma membrane],LCFA(-) [plasma membrane]]","[PLA2(15) [extracellular region],PLA2G2D:Ca2+ [extracellular region],Ca2+ [extracellular region],PLA2G2D [extracellular region],PLA2G10:Ca2+ [extracellular region],PLA2G10 [extracellular region],PLA2G2A:Ca2+ [extracellular region],PLA2G2A [extracellular region],PLA2G1B:Ca2+ [extracellular region],PLA2G1B [extracellular region],PLA2G2F:Ca2+ [extracellular region],PLA2G2F [extracellular region],PLA2G12A:Ca2+ [extracellular region],PLA2G12A [extracellular region],PLA2G2E:Ca2+ [extracellular region],PLA2G2E [extracellular region],PLA2G5:Ca2+ [extracellular region],PLA2G5 [extracellular region],PLA2R1(21-?) [extracellular region]]"
Sphingolipid de novo biosynthesis,phytoceramide + H2O => stearate + phytosphingosine,R-HSA-428262,"[H2O [cytosol],N-acylphytosphingosine [endoplasmic reticulum membrane]]","[phytosphingosine [endoplasmic reticulum membrane],STEA [cytosol]]",[ACER3 [endoplasmic reticulum membrane]]
Biosynthesis of maresin-like SPMs,CYPs hydroxylate DHA to 14(R)-HDHA,R-HSA-9027043,"[H+ [cytosol],O2 [cytosol],NADPH [cytosol],DHA [cytosol]]","[H2O [cytosol],NADP+ [cytosol],14(R)-HDHA [cytosol]]","[CYP1A2,2C8,2C9,2D6,2E1,3A4 [endoplasmic reticulum membrane],CYP1A2 [endoplasmic reticulum membrane],CYP2C8 [endoplasmic reticulum membrane],CYP2D6 [endoplasmic reticulum membrane],CYP2E1 [endoplasmic reticulum membrane],CYP2C9 [endoplasmic reticulum membrane],CYP3A4 [endoplasmic reticulum membrane]]"
Fatty acids,CYP4B1 12-hydroxylates ARA,R-HSA-211924,"[O2 [endoplasmic reticulum lumen],H+ [endoplasmic reticulum lumen],ARA [endoplasmic reticulum lumen],NADPH [endoplasmic reticulum lumen]]","[H2O [endoplasmic reticulum lumen],NADP+ [endoplasmic reticulum lumen],12-HETE [endoplasmic reticulum lumen]]","[Cytochrome P450 (CYP4B1 based) [endoplasmic reticulum membrane],CYP4A22 [endoplasmic reticulum membrane],CYP4F22 [endoplasmic reticulum membrane],CYP4F11 [endoplasmic reticulum membrane],CYP4A11 [endoplasmic reticulum membrane],CYP4F2 [endoplasmic reticulum membrane],CYP4F3 [endoplasmic reticulum membrane],CYP4B1 [endoplasmic reticulum membrane]]"
Recycling of bile acids and salts,Cytosolic cholate and chenodeoxycholate are conjugated with Coenzyme A (SLC27A5 BACS),R-HSA-159425,"[ATP [cytosol],CoA-SH [cytosol],cholate; chenodeoxycholate [cytosol]]","[PPi [cytosol],H2O [cytosol],choloyl-CoA; chenodeoxycholoyl-CoA [cytosol],AMP [cytosol]]",[SLC27A5 [endoplasmic reticulum membrane]]
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),PGE2 is converted to PGF2a by CBR1,R-HSA-2161651,"[H+ [cytosol],NADPH [cytosol],PGE2 [cytosol]]","[NADP+ [cytosol],PGF2a [cytosol]]",[CBR1 [cytosol]]
Histidine catabolism,CARNMT1 methylates CARN to Anserine,R-HSA-8876789,"[CARN [cytosol],AdoMet [cytosol]]","[AdoHcy [cytosol],Anserine [cytosol]]",[CARNMT1 [cytosol]]
Keratan sulfate biosynthesis,"B3GNT1,2,3,4,7 add GlcNAc to form Keratan-PG",R-HSA-2025724,"[UDP-GlcNAc [Golgi lumen],Gal-glycan-protein [Golgi lumen]]","[Keratan(1)-PG [Golgi lumen],UDP [Golgi lumen]]","[B3GNT1,2,3,4,7 [Golgi membrane],B3GNT2 [Golgi membrane],B3GNT7 [Golgi membrane],B4GAT1 [Golgi membrane],B3GNT4 [Golgi membrane],B3GNT3 [Golgi membrane]]"
Endogenous sterols,"CYP11A1 cleaves 20a,22b-DHCHOL",R-HSA-193101,"[CYP11A1:FDXR:FDX1,FDX1L (red.) [mitochondrial matrix],O2 [mitochondrial matrix],20a,22b-DHCHOL [mitochondrial inner membrane],H+ [mitochondrial matrix],NADPH [mitochondrial matrix]]","[PREG [mitochondrial matrix],NADP+ [mitochondrial matrix],CYP11A1:FDXR:FDX1,FDX1L (ox.) [mitochondrial matrix],ISCAL [mitochondrial matrix],H2O [mitochondrial matrix]]","[CYP11A1:FDXR:FDX1,FDX1L (red.) [mitochondrial matrix],FDX1,FDX2 (reduced) [mitochondrial matrix],FDX1 (red.) [mitochondrial matrix],(2Fe-2S)(1+) [mitochondrial matrix],FDX1 [mitochondrial matrix],FDX2 (reduced) [mitochondrial matrix],FDX2 [mitochondrial matrix],CYP11A1 [mitochondrial matrix],FDXR [mitochondrial matrix]]"
Acyl chain remodeling of CL,MLCL is acylated to CL by LCLAT1 (ER),R-HSA-1482861,"[acyl-CoA [cytosol],MLCL [endoplasmic reticulum membrane]]","[CL [endoplasmic reticulum membrane],CoA-SH [cytosol]]",[LCLAT1 [endoplasmic reticulum membrane]]
HS-GAG biosynthesis,HS3STs sulfate GlcN at C3 in heparan sulfate,R-HSA-2076611,"[PAPS [Golgi lumen],HS(3)-PGs [Golgi lumen]]","[PAP [Golgi lumen],HS(4)-PGs [Golgi lumen]]","[HS3STs [Golgi membrane],HS3ST4 [Golgi membrane],HS3ST3A1 [Golgi membrane],HS3ST3B1 [Golgi membrane],HS3ST2 [Golgi membrane],HS3ST5 [Golgi membrane],HS3ST6 [Golgi membrane]]"
Tyrosine catabolism,p-hydroxyphenylpyruvate + O2 => homogentisate + CO2,R-HSA-71163,"[O2 [cytosol],HPPYRA [cytosol]]","[CO2 [cytosol],HGTA [cytosol]]","[HPD:AscH-:Fe2+ dimer [cytosol],HPD:AscH-:Fe2+ [cytosol],AscH- [cytosol],HPD [cytosol],Fe2+ [cytosol]]"
A tetrasaccharide linker sequence is required for GAG synthesis,B3GAT3 dimer transfers GlcA to tetrasaccharide linker,R-HSA-9638064,"[UDP-GlcA [Golgi lumen],Gal-Gal-Xyl-proteins [Golgi lumen]]","[GlcA-Gal-Gal-Xyl-proteins [Golgi lumen],UDP [Golgi lumen]]","[B3GAT3:Mn2+ dimer [Golgi membrane],Mn2+ [Golgi membrane],B3GAT3 [Golgi membrane]]"
Pregnenolone biosynthesis,Translocation of isocaproaldehyde from the mitochondrial matrix to the cytosol,R-HSA-196125,[ISCAL [mitochondrial matrix]],[ISCAL [cytosol]],[]
Synthesis of PIPs at the ER membrane,SBF1 binds MTMR2,R-HSA-6809764,"[MTMR2 [cytosol],SBF1 [endoplasmic reticulum membrane]]",[MTMR2:SBF1 [endoplasmic reticulum membrane]],[]
PPARA activates gene expression,Expression of TNFRSF21,R-HSA-1989771,[TNFRSF21 gene [nucleoplasm]],[TNFRSF21 [plasma membrane]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Purine ribonucleoside monophosphate biosynthesis,FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,R-HSA-73812,"[H2O [cytosol],N-Formyl-GAR [cytosol],ATP [cytosol],L-Gln [cytosol]]","[Pi [cytosol],L-Glu [cytosol],ADP [cytosol],FGAM [cytosol]]",[PFAS [cytosol]]
Linoleic acid (LA) metabolism,Activation of linoleic acid to linoleoyl-CoA,R-HSA-2046098,"[ATP [endoplasmic reticulum membrane],CoA-SH [endoplasmic reticulum lumen],LINA [endoplasmic reticulum lumen]]","[adenosine 5'-monophosphate [endoplasmic reticulum membrane],PPi [endoplasmic reticulum membrane],LA-CoA [endoplasmic reticulum lumen]]","[ACSL1 [endoplasmic reticulum membrane],Mg2+ [endoplasmic reticulum membrane]]"
Activation of gene expression by SREBF (SREBP),Expression of Farnesyl Diphosphate Synthase (FDPS),R-HSA-1655824,[FDPS gene [nucleoplasm]],[FDPS [cytosol]],"[SREBP1A,1C,2:NF-Y:FDPS gene [nucleoplasm],FDPS gene [nucleoplasm],NF-Y [nucleoplasm],NFYA [nucleoplasm],NFYB [nucleoplasm],NFYC [nucleoplasm],SREBP1A,1C,2 dimer [nucleoplasm],SREBF1A,1C,2 cleaved by S2P [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF2(1-484) [nucleoplasm],SREBF1-3 [nucleoplasm]]"
Synthesis of very long-chain fatty acyl-CoAs,"ELOVL1,4 elongate TCS-CoA and Mal-CoA to 3OHC-CoA",R-HSA-548830,"[Mal-CoA [cytosol],TCS-CoA [cytosol]]","[CO2 [cytosol],3OHC-CoA [cytosol],CoA-SH [cytosol]]","[ELOVL1,4 [endoplasmic reticulum membrane],ELOVL1 [endoplasmic reticulum membrane],ELOVL4 [endoplasmic reticulum membrane]]"
Urea cycle,arginine + H2O => ornithine + urea [ARG2],R-HSA-452036,"[L-Arg [mitochondrial matrix],H2O [mitochondrial matrix]]","[Urea [mitochondrial matrix],L-Orn [mitochondrial matrix]]","[ARG2 trimer [mitochondrial matrix],Mn2+ [mitochondrial matrix],ARG2 [mitochondrial matrix]]"
Synthesis of IP3 and IP4 in the cytosol,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,"[H2O [cytosol],PI(4,5)P2 [plasma membrane]]","[I(1,4,5)P3 [cytosol],DAG [plasma membrane]]","[PLCdegh [plasma membrane],PLCD3:Ca2+ [plasma membrane],PLCD3 [plasma membrane],Ca2+ [plasma membrane],PLCH2:Ca2+ [plasma membrane],PLCH2 [plasma membrane],PLCE1:Ca2+ [plasma membrane],PLCE1 [plasma membrane],PLCG2:Ca2+ [plasma membrane],PLCG2 [plasma membrane],PLCH1:Ca2+ [plasma membrane],PLCH1 [plasma membrane],PLCG1:Ca2+ [plasma membrane],PLCG1 [plasma membrane],PLCD1:Ca2+ [plasma membrane],PLCD1 [plasma membrane]]"
PPARA activates gene expression,Expression of ACSL1,R-HSA-1989778,[ACSL1 gene [nucleoplasm]],[ACSL1 [mitochondrial outer membrane]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
