TopLevelPathwayName,FirstLevelPathwayName,SecondLevelPathwayName,ReactionName,ReactionID
Immune System,Innate Immune System,Toll-like Receptor Cascades,"SCF betaTrCP1,2 binds p-NFkB p105:TPL2:ABIN2",R-HSA-5684248
Immune System,Innate Immune System,Toll-like Receptor Cascades,MyD88 forms a complex with the activated TLR receptor,R-HSA-975866
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK4 autophosphorylation within the complex activated TLR:MyD88,R-HSA-975865
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 binds MEKK1,R-HSA-166869
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylation of IRAK2 bound to the activated IRAK4:MyD88 oligomerl:activated TLR5 or 10 complex,R-HSA-975861
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto ubiquitination of oligo-TRAF6 bound to p-IRAK2,R-HSA-936942
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto phosphorylation of TAK1 bound to p-IRAK2:pUb oligo-TRAF6: free K63 pUb:TAB1:TAB2/TAB3 ,R-HSA-936991
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TRAF6 synthesizes unanchored polyubiquitin chains,R-HSA-936986
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK2 induces TRAF6 oligomerization,R-HSA-936963
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,R-HSA-936960
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 binds to hp- IRAK1 or p-IRAK2,R-HSA-975857
Immune System,Innate Immune System,Toll-like Receptor Cascades,Flagellin binds to TLR5,R-HSA-188025
Immune System,Innate Immune System,Toll-like Receptor Cascades,SARM binds TICAM1:TRAM:TLR4:LY96:LPS:CD14,R-HSA-2559568
Immune System,Innate Immune System,Toll-like Receptor Cascades,Caspase-8 processing within TLR4 complex,R-HSA-2562564
Immune System,Innate Immune System,Toll-like Receptor Cascades,RIP3 binds TRIF to mediate necroptosis,R-HSA-2569057
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR4-induced ripoptosome assembly,R-HSA-2562541
Immune System,Innate Immune System,Toll-like Receptor Cascades,Recruitment of TBK1/IKK epsilon to K63-pUb-TANK:K63-pUb-TRAF3:TRIF:activated TLR4 followed by their phosphorylation,R-HSA-936941
Immune System,Innate Immune System,Toll-like Receptor Cascades,TANK is ubiquitinated within TANK:K63polyUb-TRAF3:TRIF:activated TLR4,R-HSA-5362500
Immune System,Innate Immune System,Toll-like Receptor Cascades,Dimerized phospho-IRF3/IRF7 is transported to the nucleus,R-HSA-177671
Immune System,Innate Immune System,Toll-like Receptor Cascades,TANK binds K63-poly-Ub-TRAF3:TICAM1:activated TLR4 ,R-HSA-5362486
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylation of IRF-3/IRF7 and their release from the activated TLR complex ,R-HSA-166245
Immune System,Innate Immune System,Toll-like Receptor Cascades,Dimerization of phosphorylated IRF3/IRF7,R-HSA-168933
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto-ubiquitination of TRAF3,R-HSA-2213017
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF3 binds TICAM1:activated TLR4 complex,R-HSA-2201338
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR4,R-HSA-166271
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation ,R-HSA-450358
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto ubiquitination of TRAF6 bound to the activated TLR4 complex,R-HSA-936952
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TLR4:TICAM1 recruits TRAF6,R-HSA-936985
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activation of TAK1 complex bound to activated TLR4 complex,R-HSA-936951
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,R-HSA-936947
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylated TAK1 leaves activated TLR receptor complex,R-HSA-937075
Immune System,Innate Immune System,Toll-like Receptor Cascades,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,R-HSA-168915
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRIF:activated TLR3/TLR4 complex recruits RIP1,R-HSA-168921
Immune System,Innate Immune System,Toll-like Receptor Cascades,IKBKG subunit of IKK complex binds polyubiquinated RIP1,R-HSA-937029
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAM:TLR4:LY96:LPS:CD14 recruits TRIF (TICAM1),R-HSA-166175
Immune System,Innate Immune System,Toll-like Receptor Cascades,GPI-bound CD14 binds LPS,R-HSA-166038
Immune System,Innate Immune System,Toll-like Receptor Cascades,Secreted CD14 binds LPS,R-HSA-169719
Immune System,Innate Immune System,Toll-like Receptor Cascades,CD14:LPS binds CR3,R-HSA-2559439
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 binds to p-IRAK2  ,R-HSA-2262777
Immune System,Innate Immune System,Toll-like Receptor Cascades,MyD88 forms a complex with TIRAP:activated TLR2/4,R-HSA-166072
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 binds to hp- IRAK1,R-HSA-166363
Immune System,Innate Immune System,Toll-like Receptor Cascades,MyD88 oligomerization within the complex of activated TLR:TIRAP:MyD88,R-HSA-937079
Immune System,Innate Immune System,Toll-like Receptor Cascades,Dissociation of hp-IRAK1:TRAF6 from the activated TLR:oligo-Myd88:TIRAP:p-IRAK4 complex,R-HSA-166362
Immune System,Innate Immune System,Toll-like Receptor Cascades,Dissociation of p-IRAK2:TRAF6 from the activated TLR:oligo-Myd88:TIRAP:p-IRAK4 complex,R-HSA-2262775
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TLR2/4:TIRAP interacts with BTK,R-HSA-2559414
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK4 autophosphorylation in the complex with activated TLR:MyD88:TIRAP,R-HSA-937022
Immune System,Innate Immune System,Toll-like Receptor Cascades,Second phosphorylation of IRAK1 by IRAK4 bound to activated TLR:MyD88:TIRAP,R-HSA-166284
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylation of IRAK2 bound to the activated IRAK4:MyD88 oligomer:TIRAP:activated TLR complex,R-HSA-937059
Immune System,Innate Immune System,Toll-like Receptor Cascades,Multiple IRAK1 autophosphorylation steps,R-HSA-166286
Immune System,Innate Immune System,Toll-like Receptor Cascades,TIRAP is phosphorylated by BTK,R-HSA-2201322
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK1 or IRAK2 binds to the activated IRAK4 :activated TLR:MyD88:TIRAP complex,R-HSA-166091
Immune System,Innate Immune System,Toll-like Receptor Cascades,TIRAP binds PIP2-rich regions in the plasma membrane,R-HSA-2559456
Immune System,Innate Immune System,Toll-like Receptor Cascades,First phosphorylation of IRAK1 by IRAK4 bound to activated TLR:MyD88:Mal,R-HSA-166119
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TLR2/4 interacts with MAL(TIRAP),R-HSA-2201316
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK4 binds to the activated TLR receptor:TIRAP:MyD88 complex,R-HSA-166082
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR4:LY96:LPS:CD14 recruits TRAM (TICAM2),R-HSA-166168
Immune System,Innate Immune System,Toll-like Receptor Cascades,Transfer of LPS onto TLR4,R-HSA-166041
Immune System,Innate Immune System,Toll-like Receptor Cascades,Endocytosis of TLR4:LY96:LPS:CD14,R-HSA-2201293
Immune System,Innate Immune System,Toll-like Receptor Cascades,Endocytosis of TRAM (TICAM2),R-HSA-2201341
Immune System,Innate Immune System,Toll-like Receptor Cascades,Association of LBP with LPS,R-HSA-166015
Immune System,Innate Immune System,Toll-like Receptor Cascades,Viral dsRNA:TLR3 recruits TRIF (TICAM1),R-HSA-168929
Immune System,Innate Immune System,Toll-like Receptor Cascades,SARM binds viral dsRNA:TLR3:TICAM1,R-HSA-9014320
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF3 binds to TRIF:activated TLR3 complex,R-HSA-9013992
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR3,R-HSA-9013979
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylation of IRF-3/IRF7 and their release from the activated TLR3 complex ,R-HSA-9013978
Immune System,Innate Immune System,Toll-like Receptor Cascades,TANK binds K63-poly-Ub-TRAF3:TICAM1:activated TLR3,R-HSA-9013985
Immune System,Innate Immune System,Toll-like Receptor Cascades,Recruitment of TBK1/IKK epsilon to K63-pUb-TANK:K63-pUb-TRAF3:TRIF:activated TLR3 followed by their phosphorylation,R-HSA-9013986
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto-ubiquitination of TRAF3 within activated TLR3 complex,R-HSA-9013974
Immune System,Innate Immune System,Toll-like Receptor Cascades,TANK is ubiquitinated within TANK:K63polyUb-TRAF3:TICAM1:TLR3:viral dsRNA,R-HSA-9013990
Immune System,Innate Immune System,Toll-like Receptor Cascades,RIP3 binds TICAM1 within TLR3 complex to mediate necroptosis ,R-HSA-9013963
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR3-induced ripoptosome assembly,R-HSA-9013889
Immune System,Innate Immune System,Toll-like Receptor Cascades,Caspase-8 processing within TLR3 complex,R-HSA-9013895
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylated TAK1 dissociates from the TLR3 receptor complex,R-HSA-847070
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto ubiqitination of TRAF6 bound to viral dsRNS:TLR3:TICAM1 complex,R-HSA-450259
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,R-HSA-177690
Immune System,Innate Immune System,Toll-like Receptor Cascades,Viral dsRNA:TLR3:TICAM1 complex recruits TRAF6,R-HSA-177694
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation ,R-HSA-9628444
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activation of recruited TAK1 within the activated TLR3 complex ,R-HSA-177692
Immune System,Innate Immune System,Toll-like Receptor Cascades,Viral dsRNA:TLR3:TRIF complex recruits RIP1,R-HSA-168930
Immune System,Innate Immune System,Toll-like Receptor Cascades,IKBKG subunit of IKK complex binds K63pUb- RIP1 within the TLR3 complex,R-HSA-9014343
Immune System,Innate Immune System,Toll-like Receptor Cascades,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,R-HSA-9014342
Immune System,Innate Immune System,Toll-like Receptor Cascades,Viral dsRNA binds the Toll-Like Receptor 3 (TLR3),R-HSA-168092
Immune System,Innate Immune System,Toll-like Receptor Cascades,Ligand binds to TLR7 or TLR8,R-HSA-167983
Immune System,Innate Immune System,Toll-like Receptor Cascades,Second phosphorylation of IRAK1 by IRAK4 bound to MyD88: activated TLR 7/8 or 9,R-HSA-975134
Immune System,Innate Immune System,Toll-like Receptor Cascades,First phosphorylation of IRAK1 by IRAK4 bound to MyD88:activated TLR 7/8 or 9,R-HSA-975180
Immune System,Innate Immune System,Toll-like Receptor Cascades,MyD88 oligomerization within the complex of activated TLR 7/8 or 9 : MyD88,R-HSA-975098
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK1/or IRAK2 binds to the activated IRAK4 :MyD88:activated TLR 7/8 or 9.,R-HSA-975115
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylation of IRAK2 bound to the activated IRAK4:MyD88 oligomer:activated TLR 7/8 or 9,R-HSA-975160
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,R-HSA-975118
Immune System,Innate Immune System,Toll-like Receptor Cascades,Dimerization of p-IRF7,R-HSA-933533
Immune System,Innate Immune System,Toll-like Receptor Cascades,Translocation of p-IRF7:p-IRF7 to nucleus,R-HSA-933531
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 interacts with IRF7 upon TLR7/8 or 9 activation,R-HSA-975188
Immune System,Innate Immune System,Toll-like Receptor Cascades,Phosphorylation and release of IRF7 upon TLR7/8 or 9 activation,R-HSA-975106
Immune System,Innate Immune System,Toll-like Receptor Cascades,"MyD88 interacts with the activated TLR receptor 7, 8 or 9 ",R-HSA-975175
Immune System,Innate Immune System,Toll-like Receptor Cascades,TRAF6 binds to hp- IRAK1/or p-IRAK2:p-IRAK4:MyD88:activated TLR7/8 or 9  ,R-HSA-975111
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK4 binds to the activated TLR7/8 or 9 receptor:MyD88 complex ,R-HSA-975156
Immune System,Innate Immune System,Toll-like Receptor Cascades,Multiple IRAK1 autophosphorylation steps within the complex pIRAK4:MyD88:activated TLR7/8 or 9,R-HSA-975125
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK4 autophosphorylation in the complex with MyD88:activated TLR 7/8 or 9,R-HSA-975170
Immune System,Innate Immune System,Toll-like Receptor Cascades,Dissociation of hp-IRAK1/or IRAK2:TRAF6-oligomer from the p-IRAK4 :oligo-Myd88:activated TLR7/8 or 9 complex,R-HSA-975100
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto phosphorylation of TAK1 bound to p-IRAK2:pUb oligo-TRAF6: free K63 pUb:TAB1:TAB2/TAB3  upon TLR7/8 or 9 activation,R-HSA-975103
Immune System,Innate Immune System,Toll-like Receptor Cascades,Auto ubiquitination of oligo-TRAF6 bound to p-IRAK2 at endosome membrane,R-HSA-975147
Immune System,Innate Immune System,Toll-like Receptor Cascades,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,R-HSA-975097
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK2 induces TRAF6 oligomerization initiated from endosomal compartments,R-HSA-975185
Immune System,Innate Immune System,Toll-like Receptor Cascades,NEMO subunit of IKK complex binds to activated IRAK1 upon stimulation of TLR7/8 or 9.,R-HSA-975119
Immune System,Innate Immune System,Toll-like Receptor Cascades,Pellino binds hp-IRAK1:TRAF6 upon TLR7/8 or 9 activation,R-HSA-975142
Immune System,Innate Immune System,Toll-like Receptor Cascades,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,R-HSA-975122
Immune System,Innate Immune System,Toll-like Receptor Cascades,IRAK1 phosphorylates Pellino upon TLR7/8 or 9 activation ,R-HSA-975139
Immune System,Innate Immune System,Toll-like Receptor Cascades,Rab5-mediated recruitment of class III PI3K to TLR9,R-HSA-188002
Immune System,Innate Immune System,Toll-like Receptor Cascades,Engulfed CpG DNA binds to endosomal N-ter TLR9 dimer,R-HSA-1679098
Immune System,Innate Immune System,Toll-like Receptor Cascades,Engulfed CpG DNA binds to endosomal C-ter TLR9,R-HSA-187895
Immune System,Innate Immune System,Toll-like Receptor Cascades,Engulfed CpG DNA binds to endosomal full-length TLR9,R-HSA-1679589
Immune System,Innate Immune System,Toll-like Receptor Cascades,Ligand binds to TLR10,R-HSA-168947
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR1:TLR2 is recruited to ligand:CD14,R-HSA-168951
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR1/2 ligand binds to CD14,R-HSA-2559468
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR6:TLR2 is recruited to ligand:CD14:CD36,R-HSA-168950
Immune System,Innate Immune System,Toll-like Receptor Cascades,TLR6/2 ligand associates with CD14 and CD36 within lipid rafts,R-HSA-2559464
Immune System,Innate Immune System,Toll-like Receptor Cascades,S100A1 binds TLR4:LY96,R-HSA-6805943
