First_Reaction,Second_Reaction,Second_Reaction_Author,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,Cyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3700992"",""TP53 stimulates MDM2 transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6795667"",""MDM2 translocates to the cytosol"")","Orlic-Milacic, M",R-HSA-69486,EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3700997"",""TP53 binds the MDM2 gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3700992"",""TP53 stimulates MDM2 transcription"")","Orlic-Milacic, M",R-HSA-3700998,Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380927"",""p-AMPK phosphorylates TSC1:TSC2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380979"",""RHEB in mTORC1:RHEB:GTP hydrolyses GTP"")","Wu, J",R-HSA-381855,Complex,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3857305"",""Activated CEBPB and NFKB complex bind IL6 promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3790130"",""Regulation of IL6 transcription"")","Orlic-Milacic, M",R-HSA-3857324,Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427337"",""MBD2 binds methylcytosine in chromatin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73718"",""UBF-1 Binds rDNA Promoter"")","Comai, L",R-HSA-427343,Complex,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427366"",""Transcription of intergenic spacer of the rRNA gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427394"",""Cleavage of intergenic spacer RNA to yield fragments of 150-300 nucleotides"")","May, B",R-HSA-427364,EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74986"",""Elongation of pre-rRNA transcript"")",,R-HSA-427344,Complex,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427394"",""Cleavage of intergenic spacer RNA to yield fragments of 150-300 nucleotides"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427409"",""Nucleolar Remodelling Complex (NoRC) binds intergenic region of rDNA"")","May, B",R-HSA-427397,EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427404"",""Recruitment of ERCC6 (CSB), EHMT2 (G9a), and NuRD to the promoter of rRNA gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","May, B",R-HSA-427352,Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427404"",""Recruitment of ERCC6 (CSB), EHMT2 (G9a), and NuRD to the promoter of rRNA gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73739"",""Recruitment of Acetylated SL1 to phosUBF-1:rDNA Promoter"")","Comai, L",R-HSA-427352,Complex,Catalyst,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427409"",""Nucleolar Remodelling Complex (NoRC) binds intergenic region of rDNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74987"",""TTF-I binds to the Sal Box"")","Comai, L",R-HSA-74974,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427409"",""Nucleolar Remodelling Complex (NoRC) binds intergenic region of rDNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B",R-HSA-427410,Complex,Catalyst,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427409"",""Nucleolar Remodelling Complex (NoRC) binds intergenic region of rDNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-433672"",""NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3"")","May, B",R-HSA-427410,Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","May, B",R-HSA-3211736,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334179"",""DNMT3A:DNMT3L binds chromatin"")","May, B",R-HSA-3211736,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334164"",""DNMT3B:DNMT3L binds chromatin"")","May, B",R-HSA-3211736,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","May, B",R-HSA-3211736,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-212252"",""Polycomb Repressive Complex 2 (PRC2) Is recruited to chromatin"")","Gopinathrao, G",R-HSA-3211736,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578742"",""AGO1,2:small RNA complexes interact with chromatin"")","May, B",R-HSA-3211736,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","May, B",R-HSA-3211683,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","May, B",R-HSA-427510,Complex,Catalyst,True,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","May, B",R-HSA-427510,Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4331331"",""TP53 binds the PMAIP1 (NOXA) promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-140214"",""TP53 stimulates PMAIP1 (NOXA) expression"")",,R-HSA-4331332,Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4331340"",""TP53 binds the BBC3 (PUMA) promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139913"",""TP53 stimulates BBC3 (PUMA) expression"")",,R-HSA-4331345,Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-433672"",""NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-433672"",""NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-433672"",""NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","May, B",R-HSA-3211683,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4396347"",""NOTCH1 Coactivator Complex binds HES1 promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1980047"",""NOTCH1 stimulates HES1 transcription"")","Egan, SE",R-HSA-4396364,Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4411357"",""TCF7L1/TCF7L2/LEF1:CTNNB1 promote transcription of the MYC gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865265"",""TFAP2C homodimer binds MYC and KDM5B"")","Orlic-Milacic, M",R-HSA-188379,EntityWithAccessionedSequence,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4411367"",""TCF7L1/TCF7L2/LEF1:CTNNB1 bind the MYC gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4411357"",""TCF7L1/TCF7L2/LEF1:CTNNB1 promote transcription of the MYC gene"")","Rothfels, K",R-HSA-4411387,Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211239"",""SIRT1 deacetylates TAF1B in SL1 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250947"",""B-WICH complex binds rDNA promoter"")","May, B",R-HSA-73692,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211239"",""SIRT1 deacetylates TAF1B in SL1 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73736"",""Acetylation of SL1"")","Comai, L",R-HSA-73692,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220952"",""TET1,2,3 oxidizes 5-formylcytosine to 5-carboxylcytosine"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5221061"",""TDG excises 5-carboxylcytosine"")","May, B",R-ALL-5220996,OtherEntity,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220990"",""TET1,2,3 oxidizes 5-hydroxymethylcytosine to 5-formylcytosine"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220959"",""TDG excises 5-formylcytosine"")","May, B",R-ALL-5221062,OtherEntity,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220990"",""TET1,2,3 oxidizes 5-hydroxymethylcytosine to 5-formylcytosine"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220952"",""TET1,2,3 oxidizes 5-formylcytosine to 5-carboxylcytosine"")","May, B",R-ALL-5221062,OtherEntity,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5221014"",""TET1,2,3 oxidizes 5-methylcytosine to 5-hydroxymethylcytosine"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220990"",""TET1,2,3 oxidizes 5-hydroxymethylcytosine to 5-formylcytosine"")","May, B",R-ALL-5221008,OtherEntity,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427337"",""MBD2 binds methylcytosine in chromatin"")","May, B",R-HSA-5226877,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250930"",""B-WICH recruits histone acetyltransferases"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250938"",""B-WICH:histone acetyltransferase acetylates histone H3 at lysine-9"")","May, B",R-HSA-5250942,Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250947"",""B-WICH complex binds rDNA promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250930"",""B-WICH recruits histone acetyltransferases"")","May, B",R-HSA-5250923,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252001"",""ATP1B4 binds SNW1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106591"",""WWTR1:SMAD stimulates transcription of SMAD7"")","Orlic-Milacic, M",R-HSA-5252105,Complex,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334099"",""UHRF1 binds chromatin with hemimethylated cytosine"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334160"",""UHRF1:Chromatin binds DNMT1"")","May, B",R-HSA-5334140,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334160"",""UHRF1:Chromatin binds DNMT1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334151"",""DNMT1 methylates cytosine in hemimethylated DNA"")","May, B",R-HSA-5334113,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334164"",""DNMT3B:DNMT3L binds chromatin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334097"",""DNMT3B:DNMT3L methylates cytosine in DNA"")","May, B",R-HSA-5334124,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334179"",""DNMT3A:DNMT3L binds chromatin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334152"",""DNMT3A:DNMT3L methylates cytosine in DNA"")","May, B",R-HSA-5334159,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578712"",""Importin-8 binds AGO2:miRNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578744"",""Importin-8 imports AGO2:miRNA into the nucleus"")","May, B",R-HSA-5578743,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578965"",""TNRC6A binds AGO2:miRNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578966"",""TNRC6A:AGO2:miRNA is transported into the nucleus"")","May, B",R-HSA-5578971,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601883"",""Complexed PIWIL4 binds cleaved transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601910"",""Complexed PIWIL2:2'-O-methyl-piRNA cleaves transposon RNA"")","May, B",R-HSA-5603070,Complex,Input,True,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601883"",""Complexed PIWIL4 binds cleaved transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601919"",""Unknown nuclease cleaves cleaved transposon RNA bound in MeR-PIWIL4:cleaved transposon RNA:TDRD9:MAEL:TDRKH"")","May, B",R-HSA-5603061,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601887"",""PLD6 dimer cleaves primary piRNA transcript to pre-piRNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5603062"",""Complexed PIWIL2 binds  pre-piRNA"")","May, B",R-HSA-5601899,GenomeEncodedEntity,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601887"",""PLD6 dimer cleaves primary piRNA transcript to pre-piRNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5615682"",""Complexed PIWIL1 binds pre-piRNA"")","May, B",R-HSA-5601899,GenomeEncodedEntity,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601888"",""Unknown nuclease cleaves pre-piRNA in 4xMeR-PIWIL1:pre-piRNA:TDRD6:TDRKH"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5629203"",""HENMT1 methylates 2' hydroxyl at 3' end of piRNA in 4xMeR-PIWIL1:piRNA:TDRD6:TDRKH"")","May, B",R-HSA-5629240,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601910"",""Complexed PIWIL2:2'-O-methyl-piRNA cleaves transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601883"",""Complexed PIWIL4 binds cleaved transposon RNA"")","May, B",R-HSA-5601928,Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601910"",""Complexed PIWIL2:2'-O-methyl-piRNA cleaves transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601922"",""Complexed PIWIL2 binds cleaved transposon RNA"")","May, B",R-HSA-5601928,Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601919"",""Unknown nuclease cleaves cleaved transposon RNA bound in MeR-PIWIL4:cleaved transposon RNA:TDRD9:MAEL:TDRKH"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5629237"",""HENMT1 methylates 2' hydroxyl at 3' end of piRNA in MeR-PIWIL4:piRNA:TDRD9:MAEL:TDRKH"")","May, B",R-HSA-5629214,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601922"",""Complexed PIWIL2 binds cleaved transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601910"",""Complexed PIWIL2:2'-O-methyl-piRNA cleaves transposon RNA"")","May, B",R-HSA-5603070,Complex,Input,True,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601922"",""Complexed PIWIL2 binds cleaved transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601929"",""Unknown nuclease cleaves cleaved transposon RNA in 6xMeR-PIWIL2:cleaved transposon RNA:TDRD1:TDRD12:DDX4:ASZ:MOV10L1"")","May, B",R-HSA-5603064,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601924"",""Primary piRNA transcript translocates from nucleoplasm to cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601887"",""PLD6 dimer cleaves primary piRNA transcript to pre-piRNA"")","May, B",R-HSA-5601905,GenomeEncodedEntity,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601926"",""RNA polymerase II polymerizes primary piRNA transcript"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601924"",""Primary piRNA transcript translocates from nucleoplasm to cytosol"")","May, B",R-HSA-5601892,GenomeEncodedEntity,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601929"",""Unknown nuclease cleaves cleaved transposon RNA in 6xMeR-PIWIL2:cleaved transposon RNA:TDRD1:TDRD12:DDX4:ASZ:MOV10L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5629218"",""HENMT1 methylates 2' hydroxyl at 3' end of piRNA in 6xMeR-PIWIL2:piRNA:TDRD1:TDRD12:DDX4:ASZ:MOV10L1"")","May, B",R-HSA-5629238,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5603062"",""Complexed PIWIL2 binds  pre-piRNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5603067"",""Unknown nuclease cleaves pre-piRNA in ASZ1:DDX4:MOV10L1:6xMeR-PIWIL2:pre-piRNA:TDRD1:TDRD12"")","May, B",R-HSA-5603051,Complex,Input,False,AND,1,True
